InvoiceNo,InvoiceDate,StockCode,Description,Cost_Price,UnitPrice,Profit,Quantity,CustomerID,Country
182962,2023-02-21,203,mango yogurt,50,60,10,1,00077,India
206613,2023-02-21,201,paneer,210,340,130,1,00078,India
226995,2023-02-21,210,mountain dew,75,100,25,1,00079,India
226995,2023-02-21,204,strawberry yogurt,50,60,10,1,00079,India
226995,2023-02-21,202,milk,12,27,15,1,00079,India
226995,2023-02-21,213,bisleri,6,15,9,1,00079,India
587089,2023-02-21,202,milk,12,27,15,1,00080,India
587089,2023-02-21,210,mountain dew,75,100,25,1,00080,India
344117,2023-02-21,205,classic yogurt,45,60,15,1,00081,India
344117,2023-02-21,203,mango yogurt,50,60,10,1,00081,India
463231,2023-02-21,213,bisleri,6,15,9,1,00082,India
463231,2023-02-21,208,sprite,75,100,25,1,00082,India
548508,2023-02-21,208,sprite,75,100,25,1,00083,India
778636,2023-02-21,203,mango yogurt,50,60,10,1,00084,India
774161,2023-02-21,203,mango yogurt,50,60,10,1,00085,India
774161,2023-02-21,213,bisleri,6,15,9,1,00085,India
774161,2023-02-21,210,mountain dew,75,100,25,1,00085,India
918407,2023-02-21,206,yakult,360,400,40,1,00086,India
918407,2023-02-21,211,red bull,90,125,35,1,00086,India
134833,2023-02-21,211,red bull,90,125,35,1,00087,India
274120,2023-02-21,207,coca cola,75,100,25,1,00088,India
881229,2023-02-21,203,mango yogurt,50,60,10,1,00089,India
881229,2023-02-21,205,classic yogurt,45,60,15,1,00089,India
881229,2023-02-21,201,paneer,210,340,130,1,00089,India
881229,2023-02-21,204,strawberry yogurt,50,60,10,1,00089,India
169355,2023-02-21,211,red bull,90,125,35,1,00090,India
169355,2023-02-21,208,sprite,75,100,25,1,00090,India
169355,2023-02-21,207,coca cola,75,100,25,1,00090,India
169355,2023-02-21,202,milk,12,27,15,1,00090,India
341300,2023-02-21,207,coca cola,75,100,25,1,00091,India
341300,2023-02-21,212,amul cheese,250,315,65,1,00091,India
341300,2023-02-21,211,red bull,90,125,35,1,00091,India
232209,2023-02-21,209,pepsi,75,100,25,1,00092,India
232209,2023-02-21,210,mountain dew,75,100,25,1,00092,India
232209,2023-02-21,206,yakult,360,400,40,1,00092,India
232209,2023-02-21,213,bisleri,6,15,9,1,00092,India
547936,2023-02-21,208,sprite,75,100,25,1,00093,India
547936,2023-02-21,204,strawberry yogurt,50,60,10,1,00093,India
547936,2023-02-21,210,mountain dew,75,100,25,1,00093,India
589470,2023-02-21,201,paneer,210,340,130,1,00094,India
317400,2023-02-21,210,mountain dew,75,100,25,1,00095,India
317400,2023-02-21,207,coca cola,75,100,25,1,00095,India
619277,2023-02-21,206,yakult,360,400,40,1,00096,India
619277,2023-02-21,213,bisleri,6,15,9,1,00096,India
619277,2023-02-21,202,milk,12,27,15,1,00096,India
619277,2023-02-21,201,paneer,210,340,130,1,00096,India
254506,2023-02-21,206,yakult,360,400,40,1,00097,India
254506,2023-02-21,212,amul cheese,250,315,65,1,00097,India
254506,2023-02-21,204,strawberry yogurt,50,60,10,1,00097,India
254506,2023-02-21,208,sprite,75,100,25,1,00097,India
423479,2023-02-21,212,amul cheese,250,315,65,1,00098,India
423479,2023-02-21,204,strawberry yogurt,50,60,10,1,00098,India
423479,2023-02-21,202,milk,12,27,15,1,00098,India
899134,2023-02-21,206,yakult,360,400,40,1,00099,India
899134,2023-02-21,203,mango yogurt,50,60,10,1,00099,India
899134,2023-02-21,205,classic yogurt,45,60,15,1,00099,India
899134,2023-02-21,212,amul cheese,250,315,65,1,00099,India
899134,2023-02-21,207,coca cola,75,100,25,1,00099,India
359702,2023-02-21,203,mango yogurt,50,60,10,1,00100,India
359702,2023-02-21,201,paneer,210,340,130,1,00100,India
809423,2023-02-21,212,amul cheese,250,315,65,1,00101,India
809423,2023-02-21,207,coca cola,75,100,25,1,00101,India
809423,2023-02-21,210,mountain dew,75,100,25,1,00101,India
674563,2023-02-21,206,yakult,360,400,40,1,00102,India
674563,2023-02-21,210,mountain dew,75,100,25,1,00102,India
345538,2023-02-21,212,amul cheese,250,315,65,1,00103,India
633381,2023-02-21,201,paneer,210,340,130,1,00104,India
255467,2023-02-21,203,mango yogurt,50,60,10,1,00105,India
255467,2023-02-21,204,strawberry yogurt,50,60,10,1,00105,India
255467,2023-02-21,202,milk,12,27,15,1,00105,India
255467,2023-02-21,212,amul cheese,250,315,65,1,00105,India
255467,2023-02-21,211,red bull,90,125,35,1,00105,India
455279,2023-02-21,205,classic yogurt,45,60,15,1,00106,India
130277,2023-02-21,201,paneer,210,340,130,1,00107,India
130277,2023-02-21,203,mango yogurt,50,60,10,1,00107,India
130277,2023-02-21,207,coca cola,75,100,25,1,00107,India
423200,2023-02-21,211,red bull,90,125,35,1,00108,India
423200,2023-02-21,210,mountain dew,75,100,25,1,00108,India
423200,2023-02-21,201,paneer,210,340,130,1,00108,India
769920,2023-02-21,205,classic yogurt,45,60,15,1,00109,India
769920,2023-02-21,206,yakult,360,400,40,1,00109,India
661225,2023-02-21,202,milk,12,27,15,1,00110,India
453988,2023-02-21,209,pepsi,75,100,25,1,00111,India
453988,2023-02-21,205,classic yogurt,45,60,15,1,00111,India
453988,2023-02-21,207,coca cola,75,100,25,1,00111,India
138605,2023-02-21,201,paneer,210,340,130,1,00112,India
138605,2023-02-21,211,red bull,90,125,35,1,00112,India
138605,2023-02-21,209,pepsi,75,100,25,1,00112,India
138605,2023-02-21,205,classic yogurt,45,60,15,1,00112,India
671840,2023-02-21,210,mountain dew,75,100,25,1,00113,India
671840,2023-02-21,203,mango yogurt,50,60,10,1,00113,India
671840,2023-02-21,212,amul cheese,250,315,65,1,00113,India
671840,2023-02-21,207,coca cola,75,100,25,1,00113,India
677107,2023-02-21,208,sprite,75,100,25,1,00114,India
677107,2023-02-21,202,milk,12,27,15,1,00114,India
677107,2023-02-21,203,mango yogurt,50,60,10,1,00114,India
677107,2023-02-21,213,bisleri,6,15,9,1,00114,India
677107,2023-02-21,207,coca cola,75,100,25,1,00114,India
768870,2023-02-21,205,classic yogurt,45,60,15,1,00115,India
768870,2023-02-21,208,sprite,75,100,25,1,00115,India
154116,2023-02-21,210,mountain dew,75,100,25,1,00116,India
154116,2023-02-21,203,mango yogurt,50,60,10,1,00116,India
154116,2023-02-21,207,coca cola,75,100,25,1,00116,India
154116,2023-02-21,204,strawberry yogurt,50,60,10,1,00116,India
154116,2023-02-21,206,yakult,360,400,40,1,00116,India
705314,2023-02-21,213,bisleri,6,15,9,1,00117,India
705314,2023-02-21,201,paneer,210,340,130,1,00117,India
953658,2023-02-21,202,milk,12,27,15,1,00118,India
953658,2023-02-21,211,red bull,90,125,35,1,00118,India
953658,2023-02-21,208,sprite,75,100,25,1,00118,India
953658,2023-02-21,205,classic yogurt,45,60,15,1,00118,India
432448,2023-02-21,203,mango yogurt,50,60,10,1,00119,India
432448,2023-02-21,212,amul cheese,250,315,65,1,00119,India
432448,2023-02-21,202,milk,12,27,15,1,00119,India
432448,2023-02-21,207,coca cola,75,100,25,1,00119,India
902183,2023-02-21,208,sprite,75,100,25,1,00120,India
902183,2023-02-21,211,red bull,90,125,35,1,00120,India
821401,2023-02-21,213,bisleri,6,15,9,1,00121,India
821401,2023-02-21,204,strawberry yogurt,50,60,10,1,00121,India
950788,2023-02-21,211,red bull,90,125,35,1,00122,India
323053,2023-02-21,209,pepsi,75,100,25,1,00123,India
323053,2023-02-21,208,sprite,75,100,25,1,00123,India
323053,2023-02-21,201,paneer,210,340,130,1,00123,India
220776,2023-02-21,205,classic yogurt,45,60,15,1,00124,India
220776,2023-02-21,212,amul cheese,250,315,65,1,00124,India
220776,2023-02-21,202,milk,12,27,15,1,00124,India
970086,2023-02-21,201,paneer,210,340,130,1,00125,India
970086,2023-02-21,205,classic yogurt,45,60,15,1,00125,India
970086,2023-02-21,204,strawberry yogurt,50,60,10,1,00125,India
666454,2023-02-21,212,amul cheese,250,315,65,1,00126,India
716193,2023-02-21,210,mountain dew,75,100,25,1,00127,India
716193,2023-02-21,201,paneer,210,340,130,1,00127,India
716193,2023-02-21,212,amul cheese,250,315,65,1,00127,India
305151,2023-02-21,211,red bull,90,125,35,1,00128,India
274714,2023-02-21,202,milk,12,27,15,1,00129,India
274714,2023-02-21,209,pepsi,75,100,25,1,00129,India
274714,2023-02-21,207,coca cola,75,100,25,1,00129,India
274714,2023-02-21,210,mountain dew,75,100,25,1,00129,India
274714,2023-02-21,212,amul cheese,250,315,65,1,00129,India
416642,2023-02-21,209,pepsi,75,100,25,1,00130,India
416642,2023-02-21,201,paneer,210,340,130,1,00130,India
763984,2023-02-21,209,pepsi,75,100,25,1,00131,India
394681,2023-02-21,211,red bull,90,125,35,1,00132,India
394681,2023-02-21,213,bisleri,6,15,9,1,00132,India
280146,2023-02-21,209,pepsi,75,100,25,1,00133,India
327662,2023-02-21,201,paneer,210,340,130,1,00134,India
677336,2023-02-21,211,red bull,90,125,35,1,00135,India
677336,2023-02-21,207,coca cola,75,100,25,1,00135,India
677336,2023-02-21,206,yakult,360,400,40,1,00135,India
677336,2023-02-21,212,amul cheese,250,315,65,1,00135,India
677336,2023-02-21,208,sprite,75,100,25,1,00135,India
419695,2023-02-21,201,paneer,210,340,130,1,00136,India
277269,2023-02-21,203,mango yogurt,50,60,10,1,00137,India
277269,2023-02-21,206,yakult,360,400,40,1,00137,India
277269,2023-02-21,211,red bull,90,125,35,1,00137,India
277269,2023-02-21,201,paneer,210,340,130,1,00137,India
277269,2023-02-21,210,mountain dew,75,100,25,1,00137,India
744534,2023-02-21,205,classic yogurt,45,60,15,1,00138,India
744534,2023-02-21,208,sprite,75,100,25,1,00138,India
744534,2023-02-21,201,paneer,210,340,130,1,00138,India
744534,2023-02-21,211,red bull,90,125,35,1,00138,India
744534,2023-02-21,204,strawberry yogurt,50,60,10,1,00138,India
364274,2023-02-21,205,classic yogurt,45,60,15,1,00139,India
364274,2023-02-21,209,pepsi,75,100,25,1,00139,India
364274,2023-02-21,204,strawberry yogurt,50,60,10,1,00139,India
364274,2023-02-21,202,milk,12,27,15,1,00139,India
874319,2023-02-21,207,coca cola,75,100,25,1,00140,India
874319,2023-02-21,209,pepsi,75,100,25,1,00140,India
999972,2023-02-21,211,red bull,90,125,35,1,00141,India
999972,2023-02-21,208,sprite,75,100,25,1,00141,India
999972,2023-02-21,201,paneer,210,340,130,1,00141,India
945036,2023-02-21,204,strawberry yogurt,50,60,10,1,00142,India
945036,2023-02-21,212,amul cheese,250,315,65,1,00142,India
945036,2023-02-21,210,mountain dew,75,100,25,1,00142,India
549520,2023-02-21,209,pepsi,75,100,25,1,00143,India
549520,2023-02-21,210,mountain dew,75,100,25,1,00143,India
549520,2023-02-21,202,milk,12,27,15,1,00143,India
549520,2023-02-21,203,mango yogurt,50,60,10,1,00143,India
934044,2023-02-21,207,coca cola,75,100,25,1,00144,India
934044,2023-02-21,210,mountain dew,75,100,25,1,00144,India
886821,2023-02-21,209,pepsi,75,100,25,1,00145,India
491079,2023-02-21,202,milk,12,27,15,1,00146,India
491079,2023-02-21,201,paneer,210,340,130,1,00146,India
385433,2023-02-21,201,paneer,210,340,130,1,00147,India
385433,2023-02-21,202,milk,12,27,15,1,00147,India
118851,2023-02-21,210,mountain dew,75,100,25,1,00148,India
118851,2023-02-21,212,amul cheese,250,315,65,1,00148,India
118851,2023-02-21,206,yakult,360,400,40,1,00148,India
118851,2023-02-21,207,coca cola,75,100,25,1,00148,India
880819,2023-02-21,210,mountain dew,75,100,25,1,00149,India
880819,2023-02-21,205,classic yogurt,45,60,15,1,00149,India
880819,2023-02-21,213,bisleri,6,15,9,1,00149,India
880819,2023-02-21,202,milk,12,27,15,1,00149,India
904099,2023-02-21,201,paneer,210,340,130,1,00150,India
904099,2023-02-21,211,red bull,90,125,35,1,00150,India
907312,2023-02-21,208,sprite,75,100,25,1,00151,India
907312,2023-02-21,210,mountain dew,75,100,25,1,00151,India
749910,2023-02-21,205,classic yogurt,45,60,15,1,00152,India
749910,2023-02-21,206,yakult,360,400,40,1,00152,India
749910,2023-02-21,208,sprite,75,100,25,1,00152,India
749910,2023-02-21,202,milk,12,27,15,1,00152,India
725468,2023-02-21,211,red bull,90,125,35,1,00153,India
725468,2023-02-21,206,yakult,360,400,40,1,00153,India
725468,2023-02-21,209,pepsi,75,100,25,1,00153,India
725468,2023-02-21,203,mango yogurt,50,60,10,1,00153,India
725468,2023-02-21,212,amul cheese,250,315,65,1,00153,India
536156,2023-02-21,205,classic yogurt,45,60,15,1,00154,India
536156,2023-02-21,206,yakult,360,400,40,1,00154,India
650987,2023-02-21,207,coca cola,75,100,25,1,00155,India
650987,2023-02-21,208,sprite,75,100,25,1,00155,India
650987,2023-02-21,205,classic yogurt,45,60,15,1,00155,India
650987,2023-02-21,210,mountain dew,75,100,25,1,00155,India
650987,2023-02-21,201,paneer,210,340,130,1,00155,India
717545,2023-02-21,202,milk,12,27,15,1,00156,India
717545,2023-02-21,211,red bull,90,125,35,1,00156,India
717545,2023-02-21,213,bisleri,6,15,9,1,00156,India
717545,2023-02-21,205,classic yogurt,45,60,15,1,00156,India
245687,2023-02-21,201,paneer,210,340,130,1,00157,India
585711,2023-02-21,211,red bull,90,125,35,1,00158,India
585711,2023-02-21,204,strawberry yogurt,50,60,10,1,00158,India
585711,2023-02-21,208,sprite,75,100,25,1,00158,India
585711,2023-02-21,210,mountain dew,75,100,25,1,00158,India
452058,2023-02-21,203,mango yogurt,50,60,10,1,00159,India
452058,2023-02-21,204,strawberry yogurt,50,60,10,1,00159,India
158046,2023-02-21,213,bisleri,6,15,9,1,00160,India
158046,2023-02-21,212,amul cheese,250,315,65,1,00160,India
738890,2023-02-21,212,amul cheese,250,315,65,1,00161,India
738890,2023-02-21,206,yakult,360,400,40,1,00161,India
738890,2023-02-21,201,paneer,210,340,130,1,00161,India
744917,2023-02-21,213,bisleri,6,15,9,1,00162,India
744917,2023-02-21,201,paneer,210,340,130,1,00162,India
744917,2023-02-21,209,pepsi,75,100,25,1,00162,India
562330,2023-02-21,208,sprite,75,100,25,1,00163,India
562330,2023-02-21,209,pepsi,75,100,25,1,00163,India
562330,2023-02-21,205,classic yogurt,45,60,15,1,00163,India
562330,2023-02-21,204,strawberry yogurt,50,60,10,1,00163,India
364715,2023-02-21,205,classic yogurt,45,60,15,1,00164,India
364715,2023-02-21,206,yakult,360,400,40,1,00164,India
364715,2023-02-21,213,bisleri,6,15,9,1,00164,India
364715,2023-02-21,208,sprite,75,100,25,1,00164,India
947963,2023-02-21,212,amul cheese,250,315,65,1,00165,India
630277,2023-02-22,213,bisleri,6,15,9,1,00166,India
934842,2023-02-22,201,paneer,210,340,130,1,00167,India
467805,2023-02-22,212,amul cheese,250,315,65,1,00168,India
627034,2023-02-22,210,mountain dew,75,100,25,1,00169,India
