InvoiceNo,InvoiceDate,StockCode,Description,Cost_Price,UnitPrice,Profit,Quantity,CustomerID,Country
701861,2023-02-23,401,couch,15000,25000,10000,1,00012,India
701861,2023-02-23,415,yard chair,1500,3000,1500,1,00012,India
701861,2023-02-23,410,curtain,1000,2000,1000,1,00012,India
701861,2023-02-23,411,side table,1500,3000,1500,1,00012,India
278940,2023-02-24,401,couch,15000,25000,10000,1,00013,India
692988,2023-02-24,411,side table,1500,3000,1500,1,00014,India
692988,2023-02-24,416,door,5000,10000,5000,1,00014,India
692988,2023-02-24,417,door knob,200,400,200,1,00014,India
692988,2023-02-24,418,tiles,50,100,50,1,00014,India
638200,2023-02-24,409,shelf,500,1000,500,1,00015,India
638200,2023-02-24,412,area rug,3000,6000,3000,1,00015,India
638200,2023-02-24,402,lamp,500,750,250,1,00015,India
459984,2023-02-26,402,lamp,500,750,250,1,00016,India
459984,2023-02-26,419,paint,2000,4000,2000,1,00016,India
459984,2023-02-26,409,shelf,500,1000,500,1,00016,India
418124,2023-02-26,419,paint,2000,4000,2000,1,00017,India
418124,2023-02-26,417,door knob,200,400,200,1,00017,India
418124,2023-02-26,408,cupboard,5000,15000,10000,1,00017,India
418124,2023-02-26,407,bedsheet,500,1000,500,1,00017,India
639747,2023-02-26,402,lamp,500,750,250,1,00018,India
639747,2023-02-26,408,cupboard,5000,15000,10000,1,00018,India
639747,2023-02-26,412,area rug,3000,6000,3000,1,00018,India
639747,2023-02-26,417,door knob,200,400,200,1,00018,India
639747,2023-02-26,414,chair,1000,2000,1000,1,00018,India
765769,2023-02-26,411,side table,1500,3000,1500,1,00019,India
765769,2023-02-26,419,paint,2000,4000,2000,1,00019,India
765769,2023-02-26,416,door,5000,10000,5000,1,00019,India
614742,2023-02-26,409,shelf,500,1000,500,1,00020,India
614742,2023-02-26,407,bedsheet,500,1000,500,1,00020,India
614742,2023-02-26,402,lamp,500,750,250,1,00020,India
614742,2023-02-26,412,area rug,3000,6000,3000,1,00020,India
614742,2023-02-26,415,yard chair,1500,3000,1500,1,00020,India
831975,2023-02-27,404,queen bed,29000,45000,16000,1,00021,India
831975,2023-02-27,410,curtain,1000,2000,1000,1,00021,India
831975,2023-02-27,412,area rug,3000,6000,3000,1,00021,India
831975,2023-02-27,405,carpet,2000,4000,2000,1,00021,India
831975,2023-02-27,418,tiles,50,100,50,1,00021,India
182571,2023-02-27,410,curtain,1000,2000,1000,1,00022,India
182571,2023-02-27,403,tube light,450,600,150,1,00022,India
182571,2023-02-27,416,door,5000,10000,5000,1,00022,India
574066,2023-02-27,415,yard chair,1500,3000,1500,1,00023,India
253457,2023-02-27,406,pillow,200,400,200,1,00024,India
253457,2023-02-27,411,side table,1500,3000,1500,1,00024,India
349627,2023-02-28,419,paint,2000,4000,2000,1,00025,India
349627,2023-02-28,411,side table,1500,3000,1500,1,00025,India
647955,2023-02-28,408,cupboard,5000,15000,10000,1,00026,India
647955,2023-02-28,416,door,5000,10000,5000,1,00026,India
414735,2023-03-01,419,paint,2000,4000,2000,1,00027,India
383439,2023-03-01,404,queen bed,29000,45000,16000,1,00028,India
383439,2023-03-01,408,cupboard,5000,15000,10000,1,00028,India
383439,2023-03-01,402,lamp,500,750,250,1,00028,India
961657,2023-03-01,410,curtain,1000,2000,1000,1,00029,India
961657,2023-03-01,403,tube light,450,600,150,1,00029,India
682827,2023-03-04,411,side table,1500,3000,1500,1,00030,India
682827,2023-03-04,402,lamp,500,750,250,1,00030,India
405822,2023-03-04,419,paint,2000,4000,2000,1,00031,India
405822,2023-03-04,414,chair,1000,2000,1000,1,00031,India
405822,2023-03-04,413,dining table,20000,40000,20000,1,00031,India
405822,2023-03-04,404,queen bed,29000,45000,16000,1,00031,India
405822,2023-03-04,408,cupboard,5000,15000,10000,1,00031,India
537630,2023-03-04,415,yard chair,1500,3000,1500,1,00032,India
527802,2023-03-04,401,couch,15000,25000,10000,1,00033,India
184857,2023-03-04,408,cupboard,5000,15000,10000,1,00034,India
184857,2023-03-04,410,curtain,1000,2000,1000,1,00034,India
937153,2023-03-05,402,lamp,500,750,250,1,00035,India
937153,2023-03-05,405,carpet,2000,4000,2000,1,00035,India
937153,2023-03-05,407,bedsheet,500,1000,500,1,00035,India
937153,2023-03-05,410,curtain,1000,2000,1000,1,00035,India
635963,2023-03-05,402,lamp,500,750,250,1,00036,India
635963,2023-03-05,411,side table,1500,3000,1500,1,00036,India
635963,2023-03-05,412,area rug,3000,6000,3000,1,00036,India
773716,2023-03-05,404,queen bed,29000,45000,16000,1,00037,India
121873,2023-03-05,415,yard chair,1500,3000,1500,1,00038,India
121873,2023-03-05,419,paint,2000,4000,2000,1,00038,India
271647,2023-03-07,416,door,5000,10000,5000,1,00039,India
271647,2023-03-07,409,shelf,500,1000,500,1,00039,India
271647,2023-03-07,411,side table,1500,3000,1500,1,00039,India
493551,2023-03-07,408,cupboard,5000,15000,10000,1,00040,India
493551,2023-03-07,404,queen bed,29000,45000,16000,1,00040,India
493551,2023-03-07,414,chair,1000,2000,1000,1,00040,India
493551,2023-03-07,401,couch,15000,25000,10000,1,00040,India
616607,2023-03-08,405,carpet,2000,4000,2000,1,00041,India
616607,2023-03-08,414,chair,1000,2000,1000,1,00041,India
299574,2023-03-08,419,paint,2000,4000,2000,1,00042,India
299574,2023-03-08,408,cupboard,5000,15000,10000,1,00042,India
299574,2023-03-08,404,queen bed,29000,45000,16000,1,00042,India
299574,2023-03-08,415,yard chair,1500,3000,1500,1,00042,India
639414,2023-03-08,411,side table,1500,3000,1500,1,00043,India
817723,2023-03-08,414,chair,1000,2000,1000,1,00044,India
445932,2023-03-08,412,area rug,3000,6000,3000,1,00045,India
445932,2023-03-08,414,chair,1000,2000,1000,1,00045,India
445932,2023-03-08,403,tube light,450,600,150,1,00045,India
445932,2023-03-08,419,paint,2000,4000,2000,1,00045,India
614918,2023-03-09,412,area rug,3000,6000,3000,1,00046,India
614918,2023-03-09,418,tiles,50,100,50,1,00046,India
614918,2023-03-09,416,door,5000,10000,5000,1,00046,India
614918,2023-03-09,414,chair,1000,2000,1000,1,00046,India
247507,2023-03-09,416,door,5000,10000,5000,1,00047,India
247507,2023-03-09,413,dining table,20000,40000,20000,1,00047,India
247507,2023-03-09,417,door knob,200,400,200,1,00047,India
247507,2023-03-09,401,couch,15000,25000,10000,1,00047,India
738950,2023-03-10,415,yard chair,1500,3000,1500,1,00048,India
738950,2023-03-10,416,door,5000,10000,5000,1,00048,India
738950,2023-03-10,404,queen bed,29000,45000,16000,1,00048,India
738950,2023-03-10,409,shelf,500,1000,500,1,00048,India
519611,2023-03-10,410,curtain,1000,2000,1000,1,00049,India
519611,2023-03-10,404,queen bed,29000,45000,16000,1,00049,India
519611,2023-03-10,408,cupboard,5000,15000,10000,1,00049,India
987108,2023-03-12,418,tiles,50,100,50,1,00050,India
987108,2023-03-12,410,curtain,1000,2000,1000,1,00050,India
149334,2023-03-12,404,queen bed,29000,45000,16000,1,00051,India
149334,2023-03-12,417,door knob,200,400,200,1,00051,India
316379,2023-03-12,403,tube light,450,600,150,1,00052,India
899590,2023-03-12,401,couch,15000,25000,10000,1,00053,India
899590,2023-03-12,416,door,5000,10000,5000,1,00053,India
534037,2023-03-12,417,door knob,200,400,200,1,00054,India
534037,2023-03-12,412,area rug,3000,6000,3000,1,00054,India
723950,2023-03-15,410,curtain,1000,2000,1000,1,00055,India
152412,2023-03-15,412,area rug,3000,6000,3000,1,00056,India
152412,2023-03-15,410,curtain,1000,2000,1000,1,00056,India
152412,2023-03-15,411,side table,1500,3000,1500,1,00056,India
520233,2023-03-15,415,yard chair,1500,3000,1500,1,00057,India
245455,2023-03-15,414,chair,1000,2000,1000,1,00058,India
245455,2023-03-15,407,bedsheet,500,1000,500,1,00058,India
245455,2023-03-15,403,tube light,450,600,150,1,00058,India
245455,2023-03-15,413,dining table,20000,40000,20000,1,00058,India
245455,2023-03-15,415,yard chair,1500,3000,1500,1,00058,India
361936,2023-03-16,413,dining table,20000,40000,20000,1,00059,India
361936,2023-03-16,411,side table,1500,3000,1500,1,00059,India
361936,2023-03-16,409,shelf,500,1000,500,1,00059,India
361936,2023-03-16,405,carpet,2000,4000,2000,1,00059,India
124594,2023-03-16,408,cupboard,5000,15000,10000,1,00060,India
124594,2023-03-16,418,tiles,50,100,50,1,00060,India
628527,2023-03-16,405,carpet,2000,4000,2000,1,00061,India
702438,2023-03-16,409,shelf,500,1000,500,1,00062,India
702438,2023-03-16,401,couch,15000,25000,10000,1,00062,India
349813,2023-03-16,406,pillow,200,400,200,1,00063,India
349813,2023-03-16,401,couch,15000,25000,10000,1,00063,India
169939,2023-03-17,406,pillow,200,400,200,1,00064,India
310007,2023-03-19,418,tiles,50,100,50,1,00065,India
310007,2023-03-19,408,cupboard,5000,15000,10000,1,00065,India
310007,2023-03-19,404,queen bed,29000,45000,16000,1,00065,India
110693,2023-03-19,416,door,5000,10000,5000,1,00066,India
110693,2023-03-19,405,carpet,2000,4000,2000,1,00066,India
326461,2023-03-20,408,cupboard,5000,15000,10000,1,00067,India
326461,2023-03-20,406,pillow,200,400,200,1,00067,India
326461,2023-03-20,401,couch,15000,25000,10000,1,00067,India
326461,2023-03-20,416,door,5000,10000,5000,1,00067,India
326461,2023-03-20,405,carpet,2000,4000,2000,1,00067,India
834034,2023-03-21,418,tiles,50,100,50,1,00068,India
834034,2023-03-21,419,paint,2000,4000,2000,1,00068,India
834034,2023-03-21,417,door knob,200,400,200,1,00068,India
501023,2023-03-21,411,side table,1500,3000,1500,1,00069,India
501023,2023-03-21,418,tiles,50,100,50,1,00069,India
939582,2023-03-22,417,door knob,200,400,200,1,00070,India
939582,2023-03-22,407,bedsheet,500,1000,500,1,00070,India
939582,2023-03-22,408,cupboard,5000,15000,10000,1,00070,India
939582,2023-03-22,401,couch,15000,25000,10000,1,00070,India
458068,2023-03-22,411,side table,1500,3000,1500,1,00071,India
475548,2023-03-22,403,tube light,450,600,150,1,00072,India
475548,2023-03-22,419,paint,2000,4000,2000,1,00072,India
475548,2023-03-22,402,lamp,500,750,250,1,00072,India
475548,2023-03-22,414,chair,1000,2000,1000,1,00072,India
475548,2023-03-22,411,side table,1500,3000,1500,1,00072,India
549261,2023-03-22,412,area rug,3000,6000,3000,1,00073,India
549261,2023-03-22,413,dining table,20000,40000,20000,1,00073,India
549261,2023-03-22,411,side table,1500,3000,1500,1,00073,India
549261,2023-03-22,416,door,5000,10000,5000,1,00073,India
193767,2023-03-23,401,couch,15000,25000,10000,1,00074,India
193767,2023-03-23,402,lamp,500,750,250,1,00074,India
193767,2023-03-23,416,door,5000,10000,5000,1,00074,India
893365,2023-03-24,406,pillow,200,400,200,1,00075,India
893365,2023-03-24,414,chair,1000,2000,1000,1,00075,India
893365,2023-03-24,419,paint,2000,4000,2000,1,00075,India
893365,2023-03-24,404,queen bed,29000,45000,16000,1,00075,India
452134,2023-03-25,405,carpet,2000,4000,2000,1,00076,India
452134,2023-03-25,404,queen bed,29000,45000,16000,1,00076,India
701958,2023-03-25,403,tube light,450,600,150,1,00077,India
701958,2023-03-25,417,door knob,200,400,200,1,00077,India
678008,2023-03-25,418,tiles,50,100,50,1,00078,India
678008,2023-03-25,407,bedsheet,500,1000,500,1,00078,India
422767,2023-03-25,415,yard chair,1500,3000,1500,1,00079,India
422767,2023-03-25,413,dining table,20000,40000,20000,1,00079,India
320363,2023-03-25,402,lamp,500,750,250,1,00080,India
320363,2023-03-25,405,carpet,2000,4000,2000,1,00080,India
320363,2023-03-25,408,cupboard,5000,15000,10000,1,00080,India
320363,2023-03-25,419,paint,2000,4000,2000,1,00080,India
137963,2023-03-26,411,side table,1500,3000,1500,1,00081,India
137963,2023-03-26,415,yard chair,1500,3000,1500,1,00081,India
137963,2023-03-26,410,curtain,1000,2000,1000,1,00081,India
183846,2023-03-26,401,couch,15000,25000,10000,1,00082,India
139571,2023-03-26,410,curtain,1000,2000,1000,1,00083,India
933239,2023-03-27,413,dining table,20000,40000,20000,1,00084,India
842442,2023-03-27,415,yard chair,1500,3000,1500,1,00085,India
842442,2023-03-27,416,door,5000,10000,5000,1,00085,India
842442,2023-03-27,410,curtain,1000,2000,1000,1,00085,India
667389,2023-03-27,419,paint,2000,4000,2000,1,00086,India
639498,2023-03-28,404,queen bed,29000,45000,16000,1,00087,India
639498,2023-03-28,401,couch,15000,25000,10000,1,00087,India
811241,2023-03-28,418,tiles,50,100,50,1,00088,India
811241,2023-03-28,416,door,5000,10000,5000,1,00088,India
137426,2023-03-28,412,area rug,3000,6000,3000,1,00089,India
137426,2023-03-28,414,chair,1000,2000,1000,1,00089,India
137426,2023-03-28,403,tube light,450,600,150,1,00089,India
137426,2023-03-28,417,door knob,200,400,200,1,00089,India
743646,2023-03-28,414,chair,1000,2000,1000,1,00090,India
743646,2023-03-28,403,tube light,450,600,150,1,00090,India
852308,2023-03-29,404,queen bed,29000,45000,16000,1,00091,India
852308,2023-03-29,405,carpet,2000,4000,2000,1,00091,India
852308,2023-03-29,406,pillow,200,400,200,1,00091,India
852308,2023-03-29,417,door knob,200,400,200,1,00091,India
132624,2023-03-30,409,shelf,500,1000,500,1,00092,India
132624,2023-03-30,414,chair,1000,2000,1000,1,00092,India
132624,2023-03-30,408,cupboard,5000,15000,10000,1,00092,India
132624,2023-03-30,407,bedsheet,500,1000,500,1,00092,India
113434,2023-03-30,412,area rug,3000,6000,3000,1,00093,India
113434,2023-03-30,414,chair,1000,2000,1000,1,00093,India
113434,2023-03-30,410,curtain,1000,2000,1000,1,00093,India
304434,2023-03-30,408,cupboard,5000,15000,10000,1,00094,India
304434,2023-03-30,410,curtain,1000,2000,1000,1,00094,India
304434,2023-03-30,418,tiles,50,100,50,1,00094,India
304434,2023-03-30,414,chair,1000,2000,1000,1,00094,India
512943,2023-03-31,406,pillow,200,400,200,1,00095,India
512943,2023-03-31,414,chair,1000,2000,1000,1,00095,India
512943,2023-03-31,402,lamp,500,750,250,1,00095,India
512943,2023-03-31,405,carpet,2000,4000,2000,1,00095,India
214545,2023-03-31,410,curtain,1000,2000,1000,1,00096,India
214545,2023-03-31,403,tube light,450,600,150,1,00096,India
214545,2023-03-31,414,chair,1000,2000,1000,1,00096,India
214545,2023-03-31,419,paint,2000,4000,2000,1,00096,India
404769,2023-03-31,414,chair,1000,2000,1000,1,00097,India
404769,2023-03-31,408,cupboard,5000,15000,10000,1,00097,India
185924,2023-03-31,405,carpet,2000,4000,2000,1,00098,India
185924,2023-03-31,408,cupboard,5000,15000,10000,1,00098,India
185924,2023-03-31,418,tiles,50,100,50,1,00098,India
984497,2023-04-02,417,door knob,200,400,200,2,00099,India
507716,2023-04-03,402,lamp,500,750,250,2,00100,India
507716,2023-04-03,412,area rug,3000,6000,3000,2,00100,India
507716,2023-04-03,414,chair,1000,2000,1000,2,00100,India
184898,2023-04-04,414,chair,1000,2000,1000,2,00101,India
184898,2023-04-04,404,queen bed,29000,45000,16000,2,00101,India
184898,2023-04-04,415,yard chair,1500,3000,1500,2,00101,India
184898,2023-04-04,401,couch,15000,25000,10000,2,00101,India
184898,2023-04-04,402,lamp,500,750,250,2,00101,India
309485,2023-04-04,405,carpet,2000,4000,2000,2,00102,India
309485,2023-04-04,408,cupboard,5000,15000,10000,2,00102,India
309485,2023-04-04,403,tube light,450,600,150,2,00102,India
309485,2023-04-04,412,area rug,3000,6000,3000,2,00102,India
994154,2023-04-04,419,paint,2000,4000,2000,2,00103,India
994154,2023-04-04,410,curtain,1000,2000,1000,2,00103,India
994154,2023-04-04,406,pillow,200,400,200,2,00103,India
409451,2023-04-05,406,pillow,200,400,200,2,00104,India
409451,2023-04-05,416,door,5000,10000,5000,2,00104,India
409451,2023-04-05,405,carpet,2000,4000,2000,2,00104,India
922522,2023-04-05,405,carpet,2000,4000,2000,2,00105,India
226941,2023-04-06,408,cupboard,5000,15000,10000,2,00106,India
226941,2023-04-06,411,side table,1500,3000,1500,2,00106,India
226941,2023-04-06,418,tiles,50,100,50,2,00106,India
226941,2023-04-06,405,carpet,2000,4000,2000,2,00106,India
438235,2023-04-06,408,cupboard,5000,15000,10000,2,00107,India
402064,2023-04-06,412,area rug,3000,6000,3000,2,00108,India
402064,2023-04-06,410,curtain,1000,2000,1000,2,00108,India
402064,2023-04-06,416,door,5000,10000,5000,2,00108,India
402064,2023-04-06,403,tube light,450,600,150,2,00108,India
470630,2023-04-06,419,paint,2000,4000,2000,2,00109,India
470630,2023-04-06,418,tiles,50,100,50,2,00109,India
470630,2023-04-06,402,lamp,500,750,250,2,00109,India
467361,2023-04-07,401,couch,15000,25000,10000,2,00110,India
467361,2023-04-07,417,door knob,200,400,200,2,00110,India
929142,2023-04-08,407,bedsheet,500,1000,500,2,00111,India
894897,2023-04-08,412,area rug,3000,6000,3000,2,00112,India
982734,2023-04-10,413,dining table,20000,40000,20000,2,00113,India
982734,2023-04-10,417,door knob,200,400,200,2,00113,India
638834,2023-04-10,405,carpet,2000,4000,2000,2,00114,India
638834,2023-04-10,409,shelf,500,1000,500,2,00114,India
253361,2023-04-11,409,shelf,500,1000,500,2,00115,India
253361,2023-04-11,413,dining table,20000,40000,20000,2,00115,India
253361,2023-04-11,416,door,5000,10000,5000,2,00115,India
253361,2023-04-11,402,lamp,500,750,250,2,00115,India
735697,2023-04-11,415,yard chair,1500,3000,1500,2,00116,India
735697,2023-04-11,409,shelf,500,1000,500,2,00116,India
735697,2023-04-11,411,side table,1500,3000,1500,2,00116,India
161716,2023-04-12,414,chair,1000,2000,1000,2,00117,India
161716,2023-04-12,401,couch,15000,25000,10000,2,00117,India
545114,2023-04-12,418,tiles,50,100,50,2,00118,India
545114,2023-04-12,404,queen bed,29000,45000,16000,2,00118,India
545114,2023-04-12,415,yard chair,1500,3000,1500,2,00118,India
307241,2023-04-12,410,curtain,1000,2000,1000,2,00119,India
307241,2023-04-12,405,carpet,2000,4000,2000,2,00119,India
307241,2023-04-12,408,cupboard,5000,15000,10000,2,00119,India
307241,2023-04-12,401,couch,15000,25000,10000,2,00119,India
307241,2023-04-12,417,door knob,200,400,200,2,00119,India
389094,2023-04-12,408,cupboard,5000,15000,10000,2,00120,India
389094,2023-04-12,410,curtain,1000,2000,1000,2,00120,India
389094,2023-04-12,404,queen bed,29000,45000,16000,2,00120,India
471974,2023-04-13,419,paint,2000,4000,2000,2,00121,India
471974,2023-04-13,414,chair,1000,2000,1000,2,00121,India
848956,2023-04-13,411,side table,1500,3000,1500,2,00122,India
848956,2023-04-13,410,curtain,1000,2000,1000,2,00122,India
848956,2023-04-13,403,tube light,450,600,150,2,00122,India
861645,2023-04-13,403,tube light,450,600,150,2,00123,India
771245,2023-04-13,402,lamp,500,750,250,2,00124,India
771245,2023-04-13,414,chair,1000,2000,1000,2,00124,India
132387,2023-04-13,407,bedsheet,500,1000,500,2,00125,India
132387,2023-04-13,401,couch,15000,25000,10000,2,00125,India
963472,2023-04-14,402,lamp,500,750,250,2,00126,India
963472,2023-04-14,406,pillow,200,400,200,2,00126,India
963472,2023-04-14,407,bedsheet,500,1000,500,2,00126,India
963472,2023-04-14,417,door knob,200,400,200,2,00126,India
496922,2023-04-15,409,shelf,500,1000,500,2,00127,India
775417,2023-04-15,409,shelf,500,1000,500,2,00128,India
775417,2023-04-15,401,couch,15000,25000,10000,2,00128,India
775417,2023-04-15,404,queen bed,29000,45000,16000,2,00128,India
775417,2023-04-15,416,door,5000,10000,5000,2,00128,India
775417,2023-04-15,415,yard chair,1500,3000,1500,2,00128,India
110509,2023-04-15,416,door,5000,10000,5000,2,00129,India
110509,2023-04-15,419,paint,2000,4000,2000,2,00129,India
110509,2023-04-15,407,bedsheet,500,1000,500,2,00129,India
337731,2023-04-15,402,lamp,500,750,250,2,00130,India
337731,2023-04-15,411,side table,1500,3000,1500,2,00130,India
337731,2023-04-15,403,tube light,450,600,150,2,00130,India
337731,2023-04-15,412,area rug,3000,6000,3000,2,00130,India
490123,2023-04-15,407,bedsheet,500,1000,500,2,00131,India
490123,2023-04-15,409,shelf,500,1000,500,2,00131,India
490123,2023-04-15,411,side table,1500,3000,1500,2,00131,India
490123,2023-04-15,413,dining table,20000,40000,20000,2,00131,India
183535,2023-04-16,409,shelf,500,1000,500,2,00132,India
183535,2023-04-16,401,couch,15000,25000,10000,2,00132,India
183535,2023-04-16,402,lamp,500,750,250,2,00132,India
421170,2023-04-16,410,curtain,1000,2000,1000,2,00133,India
421170,2023-04-16,419,paint,2000,4000,2000,2,00133,India
421170,2023-04-16,406,pillow,200,400,200,2,00133,India
385810,2023-04-16,415,yard chair,1500,3000,1500,2,00134,India
385810,2023-04-16,412,area rug,3000,6000,3000,2,00134,India
836483,2023-04-16,416,door,5000,10000,5000,2,00135,India
750051,2023-04-17,401,couch,15000,25000,10000,2,00136,India
750051,2023-04-17,409,shelf,500,1000,500,2,00136,India
750051,2023-04-17,405,carpet,2000,4000,2000,2,00136,India
750051,2023-04-17,407,bedsheet,500,1000,500,2,00136,India
750051,2023-04-17,416,door,5000,10000,5000,2,00136,India
125575,2023-04-18,409,shelf,500,1000,500,2,00137,India
125575,2023-04-18,404,queen bed,29000,45000,16000,2,00137,India
125575,2023-04-18,401,couch,15000,25000,10000,2,00137,India
125575,2023-04-18,415,yard chair,1500,3000,1500,2,00137,India
125575,2023-04-18,410,curtain,1000,2000,1000,2,00137,India
670849,2023-04-18,403,tube light,450,600,150,2,00138,India
670849,2023-04-18,418,tiles,50,100,50,2,00138,India
670849,2023-04-18,405,carpet,2000,4000,2000,2,00138,India
670849,2023-04-18,417,door knob,200,400,200,2,00138,India
641997,2023-04-20,405,carpet,2000,4000,2000,2,00139,India
641997,2023-04-20,407,bedsheet,500,1000,500,2,00139,India
641997,2023-04-20,411,side table,1500,3000,1500,2,00139,India
641997,2023-04-20,408,cupboard,5000,15000,10000,2,00139,India
641997,2023-04-20,404,queen bed,29000,45000,16000,2,00139,India
122052,2023-04-20,413,dining table,20000,40000,20000,2,00140,India
230151,2023-04-20,411,side table,1500,3000,1500,2,00141,India
230151,2023-04-20,419,paint,2000,4000,2000,2,00141,India
230151,2023-04-20,417,door knob,200,400,200,2,00141,India
230151,2023-04-20,415,yard chair,1500,3000,1500,2,00141,India
890642,2023-04-20,417,door knob,200,400,200,2,00142,India
503352,2023-04-20,410,curtain,1000,2000,1000,2,00143,India
409851,2023-04-21,406,pillow,200,400,200,2,00144,India
409851,2023-04-21,419,paint,2000,4000,2000,2,00144,India
409851,2023-04-21,413,dining table,20000,40000,20000,2,00144,India
409851,2023-04-21,408,cupboard,5000,15000,10000,2,00144,India
473596,2023-04-21,409,shelf,500,1000,500,2,00145,India
473596,2023-04-21,405,carpet,2000,4000,2000,2,00145,India
473596,2023-04-21,403,tube light,450,600,150,2,00145,India
361342,2023-04-23,417,door knob,200,400,200,2,00146,India
361342,2023-04-23,402,lamp,500,750,250,2,00146,India
361342,2023-04-23,415,yard chair,1500,3000,1500,2,00146,India
770897,2023-04-23,410,curtain,1000,2000,1000,2,00147,India
770897,2023-04-23,408,cupboard,5000,15000,10000,2,00147,India
770897,2023-04-23,413,dining table,20000,40000,20000,2,00147,India
770897,2023-04-23,404,queen bed,29000,45000,16000,2,00147,India
852947,2023-04-23,408,cupboard,5000,15000,10000,2,00148,India
852947,2023-04-23,401,couch,15000,25000,10000,2,00148,India
852947,2023-04-23,410,curtain,1000,2000,1000,2,00148,India
852947,2023-04-23,407,bedsheet,500,1000,500,2,00148,India
577782,2023-04-23,404,queen bed,29000,45000,16000,2,00149,India
126094,2023-04-23,419,paint,2000,4000,2000,2,00150,India
126094,2023-04-23,406,pillow,200,400,200,2,00150,India
126094,2023-04-23,409,shelf,500,1000,500,2,00150,India
945995,2023-04-24,413,dining table,20000,40000,20000,2,00151,India
945995,2023-04-24,411,side table,1500,3000,1500,2,00151,India
945995,2023-04-24,412,area rug,3000,6000,3000,2,00151,India
822774,2023-04-25,419,paint,2000,4000,2000,2,00152,India
929728,2023-04-25,403,tube light,450,600,150,2,00153,India
929728,2023-04-25,408,cupboard,5000,15000,10000,2,00153,India
929728,2023-04-25,411,side table,1500,3000,1500,2,00153,India
929728,2023-04-25,414,chair,1000,2000,1000,2,00153,India
258831,2023-04-26,417,door knob,200,400,200,2,00154,India
258831,2023-04-26,408,cupboard,5000,15000,10000,2,00154,India
258831,2023-04-26,414,chair,1000,2000,1000,2,00154,India
258831,2023-04-26,407,bedsheet,500,1000,500,2,00154,India
258831,2023-04-26,401,couch,15000,25000,10000,2,00154,India
201018,2023-04-26,411,side table,1500,3000,1500,2,00155,India
201018,2023-04-26,415,yard chair,1500,3000,1500,2,00155,India
201018,2023-04-26,410,curtain,1000,2000,1000,2,00155,India
525384,2023-04-26,411,side table,1500,3000,1500,2,00156,India
525384,2023-04-26,402,lamp,500,750,250,2,00156,India
525384,2023-04-26,418,tiles,50,100,50,2,00156,India
525384,2023-04-26,406,pillow,200,400,200,2,00156,India
936183,2023-04-26,419,paint,2000,4000,2000,2,00157,India
936183,2023-04-26,402,lamp,500,750,250,2,00157,India
936183,2023-04-26,406,pillow,200,400,200,2,00157,India
936183,2023-04-26,414,chair,1000,2000,1000,2,00157,India
936183,2023-04-26,408,cupboard,5000,15000,10000,2,00157,India
491544,2023-04-28,419,paint,2000,4000,2000,2,00158,India
491544,2023-04-28,416,door,5000,10000,5000,2,00158,India
