InvoiceNo,InvoiceDate,StockCode,Description,Cost_Price,UnitPrice,Profit,Quantity,CustomerID,Country
347167,2023-02-20,910,Colgate Dental Floss,30,60,30,1,00016,India
808071,2023-02-20,907,Colgate Toothpaste,25,70,45,1,00017,India
808071,2023-02-20,902,Hand Soap,80,100,20,1,00017,India
808071,2023-02-20,903,Hand Towels,100,120,20,1,00017,India
808071,2023-02-20,917,Plunger,120,150,30,1,00017,India
564768,2023-02-20,911,Shower Curtain,200,250,50,1,00018,India
512504,2023-02-20,901,Toilet Paper,50,70,20,1,00019,India
512504,2023-02-20,909,Colgate Mouthwash,70,120,50,1,00019,India
106916,2023-02-20,914,Trash Can,100,120,20,1,00020,India
106916,2023-02-20,912,Shower Mat,150,180,30,1,00020,India
106916,2023-02-20,916,Air Freshener,80,100,20,1,00020,India
533855,2023-02-20,920,Shaving Cream,100,120,20,1,00021,India
533855,2023-02-20,908,Colgate Toothbrush,30,40,10,1,00021,India
533855,2023-02-20,916,Air Freshener,80,100,20,1,00021,India
533855,2023-02-20,914,Trash Can,100,120,20,1,00021,India
533855,2023-02-20,909,Colgate Mouthwash,70,120,50,1,00021,India
270846,2023-02-20,911,Shower Curtain,200,250,50,1,00022,India
947178,2023-02-20,908,Colgate Toothbrush,30,40,10,1,00023,India
947178,2023-02-20,911,Shower Curtain,200,250,50,1,00023,India
366748,2023-02-20,904,Shampoo,150,200,50,1,00024,India
221298,2023-02-20,911,Shower Curtain,200,250,50,1,00025,India
221298,2023-02-20,901,Toilet Paper,50,70,20,1,00025,India
233991,2023-02-20,907,Colgate Toothpaste,25,70,45,1,00026,India
233991,2023-02-20,914,Trash Can,100,120,20,1,00026,India
233991,2023-02-20,905,Conditioner,150,200,50,1,00026,India
233991,2023-02-20,918,Tissues,60,80,20,1,00026,India
621616,2023-02-20,914,Trash Can,100,120,20,1,00027,India
621616,2023-02-20,909,Colgate Mouthwash,70,120,50,1,00027,India
420627,2023-02-20,919,Cotton Swabs,40,50,10,1,00028,India
420627,2023-02-20,913,Toilet Brush,80,100,20,1,00028,India
880836,2023-02-20,907,Colgate Toothpaste,25,70,45,1,00029,India
880836,2023-02-20,918,Tissues,60,80,20,1,00029,India
146767,2023-02-20,913,Toilet Brush,80,100,20,1,00030,India
146767,2023-02-20,917,Plunger,120,150,30,1,00030,India
146767,2023-02-20,909,Colgate Mouthwash,70,120,50,1,00030,India
533485,2023-02-20,909,Colgate Mouthwash,70,120,50,1,00031,India
533485,2023-02-20,906,Body Wash,120,150,30,1,00031,India
533485,2023-02-20,914,Trash Can,100,120,20,1,00031,India
533485,2023-02-20,913,Toilet Brush,80,100,20,1,00031,India
533485,2023-02-20,908,Colgate Toothbrush,30,40,10,1,00031,India
523117,2023-02-20,907,Colgate Toothpaste,25,70,45,1,00032,India
523117,2023-02-20,911,Shower Curtain,200,250,50,1,00032,India
523117,2023-02-20,917,Plunger,120,150,30,1,00032,India
523117,2023-02-20,908,Colgate Toothbrush,30,40,10,1,00032,India
523117,2023-02-20,918,Tissues,60,80,20,1,00032,India
434010,2023-02-20,918,Tissues,60,80,20,1,00033,India
973060,2023-02-20,913,Toilet Brush,80,100,20,1,00034,India
973060,2023-02-20,902,Hand Soap,80,100,20,1,00034,India
973060,2023-02-20,915,Mirror Cleaner,50,70,20,1,00034,India
973060,2023-02-20,914,Trash Can,100,120,20,1,00034,India
361866,2023-02-20,908,Colgate Toothbrush,30,40,10,1,00035,India
298808,2023-02-20,913,Toilet Brush,80,100,20,1,00036,India
298808,2023-02-20,901,Toilet Paper,50,70,20,1,00036,India
531431,2023-02-20,909,Colgate Mouthwash,70,120,50,1,00037,India
531431,2023-02-20,908,Colgate Toothbrush,30,40,10,1,00037,India
472859,2023-02-20,919,Cotton Swabs,40,50,10,1,00038,India
472859,2023-02-20,908,Colgate Toothbrush,30,40,10,1,00038,India
472859,2023-02-20,912,Shower Mat,150,180,30,1,00038,India
472859,2023-02-20,904,Shampoo,150,200,50,1,00038,India
640166,2023-02-20,917,Plunger,120,150,30,1,00039,India
640166,2023-02-20,911,Shower Curtain,200,250,50,1,00039,India
640166,2023-02-20,907,Colgate Toothpaste,25,70,45,1,00039,India
640166,2023-02-20,902,Hand Soap,80,100,20,1,00039,India
499841,2023-02-20,910,Colgate Dental Floss,30,60,30,1,00040,India
499841,2023-02-20,902,Hand Soap,80,100,20,1,00040,India
499841,2023-02-20,918,Tissues,60,80,20,1,00040,India
499841,2023-02-20,903,Hand Towels,100,120,20,1,00040,India
925170,2023-02-21,911,Shower Curtain,200,250,50,1,00041,India
810073,2023-02-21,903,Hand Towels,100,120,20,1,00042,India
552384,2023-02-21,902,Hand Soap,80,100,20,1,00043,India
671882,2023-02-21,918,Tissues,60,80,20,1,00044,India
100958,2023-02-21,913,Toilet Brush,80,100,20,1,00045,India
100958,2023-02-21,908,Colgate Toothbrush,30,40,10,1,00045,India
100958,2023-02-21,915,Mirror Cleaner,50,70,20,1,00045,India
100958,2023-02-21,917,Plunger,120,150,30,1,00045,India
371816,2023-02-21,919,Cotton Swabs,40,50,10,1,00046,India
371816,2023-02-21,907,Colgate Toothpaste,25,70,45,1,00046,India
371816,2023-02-21,906,Body Wash,120,150,30,1,00046,India
371816,2023-02-21,908,Colgate Toothbrush,30,40,10,1,00046,India
371816,2023-02-21,902,Hand Soap,80,100,20,1,00046,India
730450,2023-02-21,920,Shaving Cream,100,120,20,1,00047,India
730450,2023-02-21,909,Colgate Mouthwash,70,120,50,1,00047,India
730450,2023-02-21,907,Colgate Toothpaste,25,70,45,1,00047,India
730450,2023-02-21,916,Air Freshener,80,100,20,1,00047,India
272399,2023-02-21,912,Shower Mat,150,180,30,1,00048,India
272399,2023-02-21,919,Cotton Swabs,40,50,10,1,00048,India
272399,2023-02-21,917,Plunger,120,150,30,1,00048,India
272399,2023-02-21,910,Colgate Dental Floss,30,60,30,1,00048,India
193323,2023-02-21,916,Air Freshener,80,100,20,1,00049,India
193323,2023-02-21,904,Shampoo,150,200,50,1,00049,India
633123,2023-02-21,901,Toilet Paper,50,70,20,1,00050,India
633123,2023-02-21,904,Shampoo,150,200,50,1,00050,India
633123,2023-02-21,909,Colgate Mouthwash,70,120,50,1,00050,India
633123,2023-02-21,907,Colgate Toothpaste,25,70,45,1,00050,India
956420,2023-02-21,907,Colgate Toothpaste,25,70,45,1,00051,India
963567,2023-02-21,914,Trash Can,100,120,20,1,00052,India
963567,2023-02-21,916,Air Freshener,80,100,20,1,00052,India
963567,2023-02-21,908,Colgate Toothbrush,30,40,10,1,00052,India
570279,2023-02-21,902,Hand Soap,80,100,20,1,00053,India
570279,2023-02-21,911,Shower Curtain,200,250,50,1,00053,India
446428,2023-02-21,917,Plunger,120,150,30,1,00054,India
446428,2023-02-21,916,Air Freshener,80,100,20,1,00054,India
446428,2023-02-21,920,Shaving Cream,100,120,20,1,00054,India
430492,2023-02-21,920,Shaving Cream,100,120,20,1,00055,India
430492,2023-02-21,911,Shower Curtain,200,250,50,1,00055,India
430492,2023-02-21,902,Hand Soap,80,100,20,1,00055,India
430492,2023-02-21,907,Colgate Toothpaste,25,70,45,1,00055,India
430492,2023-02-21,905,Conditioner,150,200,50,1,00055,India
416264,2023-02-21,906,Body Wash,120,150,30,1,00056,India
416264,2023-02-21,907,Colgate Toothpaste,25,70,45,1,00056,India
416264,2023-02-21,905,Conditioner,150,200,50,1,00056,India
416264,2023-02-21,914,Trash Can,100,120,20,1,00056,India
416264,2023-02-21,904,Shampoo,150,200,50,1,00056,India
873516,2023-02-21,917,Plunger,120,150,30,1,00057,India
873516,2023-02-21,915,Mirror Cleaner,50,70,20,1,00057,India
873516,2023-02-21,912,Shower Mat,150,180,30,1,00057,India
873516,2023-02-21,907,Colgate Toothpaste,25,70,45,1,00057,India
853923,2023-02-21,914,Trash Can,100,120,20,1,00058,India
853923,2023-02-21,908,Colgate Toothbrush,30,40,10,1,00058,India
853923,2023-02-21,907,Colgate Toothpaste,25,70,45,1,00058,India
191188,2023-02-21,920,Shaving Cream,100,120,20,1,00059,India
123599,2023-02-21,908,Colgate Toothbrush,30,40,10,1,00060,India
123599,2023-02-21,915,Mirror Cleaner,50,70,20,1,00060,India
249066,2023-02-21,903,Hand Towels,100,120,20,1,00061,India
249066,2023-02-21,909,Colgate Mouthwash,70,120,50,1,00061,India
249066,2023-02-21,907,Colgate Toothpaste,25,70,45,1,00061,India
249066,2023-02-21,917,Plunger,120,150,30,1,00061,India
249066,2023-02-21,919,Cotton Swabs,40,50,10,1,00061,India
540111,2023-02-21,915,Mirror Cleaner,50,70,20,1,00062,India
540111,2023-02-21,901,Toilet Paper,50,70,20,1,00062,India
540111,2023-02-21,907,Colgate Toothpaste,25,70,45,1,00062,India
540111,2023-02-21,903,Hand Towels,100,120,20,1,00062,India
974323,2023-02-21,901,Toilet Paper,50,70,20,1,00063,India
348539,2023-02-21,918,Tissues,60,80,20,1,00064,India
348539,2023-02-21,916,Air Freshener,80,100,20,1,00064,India
348539,2023-02-21,907,Colgate Toothpaste,25,70,45,1,00064,India
348539,2023-02-21,911,Shower Curtain,200,250,50,1,00064,India
882910,2023-02-21,916,Air Freshener,80,100,20,1,00065,India
882910,2023-02-21,905,Conditioner,150,200,50,1,00065,India
882910,2023-02-21,914,Trash Can,100,120,20,1,00065,India
477932,2023-02-21,904,Shampoo,150,200,50,1,00066,India
477932,2023-02-21,913,Toilet Brush,80,100,20,1,00066,India
477932,2023-02-21,910,Colgate Dental Floss,30,60,30,1,00066,India
477932,2023-02-21,915,Mirror Cleaner,50,70,20,1,00066,India
477932,2023-02-21,916,Air Freshener,80,100,20,1,00066,India
749802,2023-02-21,909,Colgate Mouthwash,70,120,50,1,00067,India
749802,2023-02-21,910,Colgate Dental Floss,30,60,30,1,00067,India
749802,2023-02-21,904,Shampoo,150,200,50,1,00067,India
222779,2023-02-21,910,Colgate Dental Floss,30,60,30,1,00068,India
222779,2023-02-21,918,Tissues,60,80,20,1,00068,India
222779,2023-02-21,911,Shower Curtain,200,250,50,1,00068,India
290950,2023-02-21,910,Colgate Dental Floss,30,60,30,1,00069,India
934463,2023-02-21,908,Colgate Toothbrush,30,40,10,1,00070,India
934463,2023-02-21,918,Tissues,60,80,20,1,00070,India
286525,2023-02-21,914,Trash Can,100,120,20,1,00071,India
286525,2023-02-21,909,Colgate Mouthwash,70,120,50,1,00071,India
286525,2023-02-21,911,Shower Curtain,200,250,50,1,00071,India
286525,2023-02-21,913,Toilet Brush,80,100,20,1,00071,India
983461,2023-02-21,909,Colgate Mouthwash,70,120,50,1,00072,India
983461,2023-02-21,910,Colgate Dental Floss,30,60,30,1,00072,India
974984,2023-02-21,902,Hand Soap,80,100,20,1,00073,India
974984,2023-02-21,917,Plunger,120,150,30,1,00073,India
974984,2023-02-21,919,Cotton Swabs,40,50,10,1,00073,India
665058,2023-02-21,916,Air Freshener,80,100,20,1,00074,India
665058,2023-02-21,909,Colgate Mouthwash,70,120,50,1,00074,India
665058,2023-02-21,920,Shaving Cream,100,120,20,1,00074,India
235972,2023-02-21,904,Shampoo,150,200,50,1,00075,India
295430,2023-02-21,905,Conditioner,150,200,50,1,00076,India
295430,2023-02-21,908,Colgate Toothbrush,30,40,10,1,00076,India
295430,2023-02-21,906,Body Wash,120,150,30,1,00076,India
295430,2023-02-21,917,Plunger,120,150,30,1,00076,India
295430,2023-02-21,916,Air Freshener,80,100,20,1,00076,India
165416,2023-02-21,920,Shaving Cream,100,120,20,1,00077,India
538733,2023-02-21,911,Shower Curtain,200,250,50,1,00078,India
538733,2023-02-21,915,Mirror Cleaner,50,70,20,1,00078,India
766868,2023-02-21,918,Tissues,60,80,20,1,00079,India
766868,2023-02-21,903,Hand Towels,100,120,20,1,00079,India
766868,2023-02-21,910,Colgate Dental Floss,30,60,30,1,00079,India
462773,2023-02-21,916,Air Freshener,80,100,20,1,00080,India
462773,2023-02-21,901,Toilet Paper,50,70,20,1,00080,India
462773,2023-02-21,915,Mirror Cleaner,50,70,20,1,00080,India
717805,2023-02-21,908,Colgate Toothbrush,30,40,10,1,00081,India
717805,2023-02-21,906,Body Wash,120,150,30,1,00081,India
717805,2023-02-21,910,Colgate Dental Floss,30,60,30,1,00081,India
717805,2023-02-21,919,Cotton Swabs,40,50,10,1,00081,India
392316,2023-02-21,911,Shower Curtain,200,250,50,1,00082,India
299009,2023-02-21,919,Cotton Swabs,40,50,10,1,00083,India
299009,2023-02-21,908,Colgate Toothbrush,30,40,10,1,00083,India
299009,2023-02-21,903,Hand Towels,100,120,20,1,00083,India
299009,2023-02-21,906,Body Wash,120,150,30,1,00083,India
299009,2023-02-21,909,Colgate Mouthwash,70,120,50,1,00083,India
328781,2023-02-21,902,Hand Soap,80,100,20,1,00084,India
328781,2023-02-21,904,Shampoo,150,200,50,1,00084,India
328781,2023-02-21,913,Toilet Brush,80,100,20,1,00084,India
941355,2023-02-21,914,Trash Can,100,120,20,1,00085,India
941355,2023-02-21,908,Colgate Toothbrush,30,40,10,1,00085,India
547117,2023-02-21,917,Plunger,120,150,30,1,00086,India
547117,2023-02-21,915,Mirror Cleaner,50,70,20,1,00086,India
547117,2023-02-21,908,Colgate Toothbrush,30,40,10,1,00086,India
547117,2023-02-21,901,Toilet Paper,50,70,20,1,00086,India
310886,2023-02-21,905,Conditioner,150,200,50,1,00087,India
411930,2023-02-21,918,Tissues,60,80,20,1,00088,India
411930,2023-02-21,917,Plunger,120,150,30,1,00088,India
411930,2023-02-21,909,Colgate Mouthwash,70,120,50,1,00088,India
572897,2023-02-21,916,Air Freshener,80,100,20,1,00089,India
572897,2023-02-21,912,Shower Mat,150,180,30,1,00089,India
572897,2023-02-21,906,Body Wash,120,150,30,1,00089,India
217731,2023-02-21,904,Shampoo,150,200,50,1,00090,India
217731,2023-02-21,902,Hand Soap,80,100,20,1,00090,India
217731,2023-02-21,911,Shower Curtain,200,250,50,1,00090,India
217731,2023-02-21,916,Air Freshener,80,100,20,1,00090,India
715526,2023-02-22,915,Mirror Cleaner,50,70,20,1,00091,India
715526,2023-02-22,918,Tissues,60,80,20,1,00091,India
715526,2023-02-22,901,Toilet Paper,50,70,20,1,00091,India
531879,2023-02-22,903,Hand Towels,100,120,20,1,00092,India
531879,2023-02-22,915,Mirror Cleaner,50,70,20,1,00092,India
531879,2023-02-22,914,Trash Can,100,120,20,1,00092,India
531879,2023-02-22,919,Cotton Swabs,40,50,10,1,00092,India
257989,2023-02-22,907,Colgate Toothpaste,25,70,45,1,00093,India
257989,2023-02-22,920,Shaving Cream,100,120,20,1,00093,India
257989,2023-02-22,903,Hand Towels,100,120,20,1,00093,India
257989,2023-02-22,918,Tissues,60,80,20,1,00093,India
279015,2023-02-22,914,Trash Can,100,120,20,1,00094,India
820234,2023-02-22,911,Shower Curtain,200,250,50,1,00095,India
585238,2023-02-22,919,Cotton Swabs,40,50,10,1,00096,India
685455,2023-02-22,914,Trash Can,100,120,20,1,00097,India
685455,2023-02-22,916,Air Freshener,80,100,20,1,00097,India
685455,2023-02-22,908,Colgate Toothbrush,30,40,10,1,00097,India
369213,2023-02-22,919,Cotton Swabs,40,50,10,1,00098,India
369213,2023-02-22,915,Mirror Cleaner,50,70,20,1,00098,India
731953,2023-02-22,906,Body Wash,120,150,30,1,00099,India
731953,2023-02-22,908,Colgate Toothbrush,30,40,10,1,00099,India
731953,2023-02-22,919,Cotton Swabs,40,50,10,1,00099,India
731953,2023-02-22,911,Shower Curtain,200,250,50,1,00099,India
643053,2023-02-22,901,Toilet Paper,50,70,20,1,00100,India
643053,2023-02-22,902,Hand Soap,80,100,20,1,00100,India
486710,2023-02-22,909,Colgate Mouthwash,70,120,50,1,00101,India
486710,2023-02-22,918,Tissues,60,80,20,1,00101,India
756071,2023-02-22,910,Colgate Dental Floss,30,60,30,1,00102,India
992666,2023-02-22,909,Colgate Mouthwash,70,120,50,1,00103,India
992666,2023-02-22,910,Colgate Dental Floss,30,60,30,1,00103,India
992666,2023-02-22,904,Shampoo,150,200,50,1,00103,India
992666,2023-02-22,917,Plunger,120,150,30,1,00103,India
659818,2023-02-22,906,Body Wash,120,150,30,1,00104,India
659818,2023-02-22,908,Colgate Toothbrush,30,40,10,1,00104,India
659818,2023-02-22,912,Shower Mat,150,180,30,1,00104,India
659818,2023-02-22,919,Cotton Swabs,40,50,10,1,00104,India
416894,2023-02-22,901,Toilet Paper,50,70,20,1,00105,India
416894,2023-02-22,905,Conditioner,150,200,50,1,00105,India
416894,2023-02-22,909,Colgate Mouthwash,70,120,50,1,00105,India
366622,2023-02-22,912,Shower Mat,150,180,30,1,00106,India
366622,2023-02-22,915,Mirror Cleaner,50,70,20,1,00106,India
366622,2023-02-22,914,Trash Can,100,120,20,1,00106,India
224712,2023-02-22,910,Colgate Dental Floss,30,60,30,1,00107,India
224712,2023-02-22,916,Air Freshener,80,100,20,1,00107,India
224712,2023-02-22,902,Hand Soap,80,100,20,1,00107,India
224712,2023-02-22,901,Toilet Paper,50,70,20,1,00107,India
300252,2023-02-22,904,Shampoo,150,200,50,1,00108,India
300252,2023-02-22,916,Air Freshener,80,100,20,1,00108,India
300252,2023-02-22,907,Colgate Toothpaste,25,70,45,1,00108,India
300252,2023-02-22,911,Shower Curtain,200,250,50,1,00108,India
300252,2023-02-22,918,Tissues,60,80,20,1,00108,India
869236,2023-02-22,920,Shaving Cream,100,120,20,1,00109,India
869236,2023-02-22,915,Mirror Cleaner,50,70,20,1,00109,India
371347,2023-02-22,911,Shower Curtain,200,250,50,1,00110,India
371347,2023-02-22,920,Shaving Cream,100,120,20,1,00110,India
371347,2023-02-22,908,Colgate Toothbrush,30,40,10,1,00110,India
719866,2023-02-22,911,Shower Curtain,200,250,50,1,00111,India
719866,2023-02-22,903,Hand Towels,100,120,20,1,00111,India
719866,2023-02-22,907,Colgate Toothpaste,25,70,45,1,00111,India
769973,2023-02-22,906,Body Wash,120,150,30,1,00112,India
769973,2023-02-22,907,Colgate Toothpaste,25,70,45,1,00112,India
769973,2023-02-22,920,Shaving Cream,100,120,20,1,00112,India
881327,2023-02-22,901,Toilet Paper,50,70,20,1,00113,India
171491,2023-02-22,907,Colgate Toothpaste,25,70,45,1,00114,India
997335,2023-02-22,901,Toilet Paper,50,70,20,1,00115,India
997335,2023-02-22,907,Colgate Toothpaste,25,70,45,1,00115,India
803385,2023-02-22,909,Colgate Mouthwash,70,120,50,1,00116,India
803385,2023-02-22,919,Cotton Swabs,40,50,10,1,00116,India
535155,2023-02-22,909,Colgate Mouthwash,70,120,50,1,00117,India
535155,2023-02-22,908,Colgate Toothbrush,30,40,10,1,00117,India
558331,2023-02-22,916,Air Freshener,80,100,20,1,00118,India
558331,2023-02-22,904,Shampoo,150,200,50,1,00118,India
558331,2023-02-22,910,Colgate Dental Floss,30,60,30,1,00118,India
809124,2023-02-22,908,Colgate Toothbrush,30,40,10,1,00119,India
809124,2023-02-22,907,Colgate Toothpaste,25,70,45,1,00119,India
502068,2023-02-22,902,Hand Soap,80,100,20,1,00120,India
990001,2023-02-22,903,Hand Towels,100,120,20,1,00121,India
414215,2023-02-22,907,Colgate Toothpaste,25,70,45,1,00122,India
414215,2023-02-22,914,Trash Can,100,120,20,1,00122,India
414215,2023-02-22,902,Hand Soap,80,100,20,1,00122,India
414215,2023-02-22,915,Mirror Cleaner,50,70,20,1,00122,India
584571,2023-02-22,919,Cotton Swabs,40,50,10,1,00123,India
584571,2023-02-22,909,Colgate Mouthwash,70,120,50,1,00123,India
584571,2023-02-22,914,Trash Can,100,120,20,1,00123,India
584571,2023-02-22,918,Tissues,60,80,20,1,00123,India
584571,2023-02-22,906,Body Wash,120,150,30,1,00123,India
608581,2023-02-22,911,Shower Curtain,200,250,50,1,00124,India
608581,2023-02-22,905,Conditioner,150,200,50,1,00124,India
801139,2023-02-22,914,Trash Can,100,120,20,1,00125,India
801139,2023-02-22,906,Body Wash,120,150,30,1,00125,India
801139,2023-02-22,920,Shaving Cream,100,120,20,1,00125,India
801139,2023-02-22,919,Cotton Swabs,40,50,10,1,00125,India
545766,2023-02-22,906,Body Wash,120,150,30,1,00126,India
545766,2023-02-22,910,Colgate Dental Floss,30,60,30,1,00126,India
427217,2023-02-22,911,Shower Curtain,200,250,50,1,00127,India
427217,2023-02-22,916,Air Freshener,80,100,20,1,00127,India
427217,2023-02-22,905,Conditioner,150,200,50,1,00127,India
427217,2023-02-22,917,Plunger,120,150,30,1,00127,India
505639,2023-02-22,905,Conditioner,150,200,50,1,00128,India
622505,2023-02-22,911,Shower Curtain,200,250,50,1,00129,India
622505,2023-02-22,907,Colgate Toothpaste,25,70,45,1,00129,India
622505,2023-02-22,905,Conditioner,150,200,50,1,00129,India
622505,2023-02-22,915,Mirror Cleaner,50,70,20,1,00129,India
125146,2023-02-23,906,Body Wash,120,150,30,1,00130,India
125146,2023-02-23,904,Shampoo,150,200,50,1,00130,India
528071,2023-02-23,917,Plunger,120,150,30,1,00131,India
897082,2023-02-23,914,Trash Can,100,120,20,1,00132,India
897082,2023-02-23,912,Shower Mat,150,180,30,1,00132,India
897082,2023-02-23,904,Shampoo,150,200,50,1,00132,India
747531,2023-02-23,915,Mirror Cleaner,50,70,20,1,00133,India
747531,2023-02-23,904,Shampoo,150,200,50,1,00133,India
747531,2023-02-23,917,Plunger,120,150,30,1,00133,India
747531,2023-02-23,908,Colgate Toothbrush,30,40,10,1,00133,India
801708,2023-02-23,916,Air Freshener,80,100,20,1,00134,India
801708,2023-02-23,910,Colgate Dental Floss,30,60,30,1,00134,India
801708,2023-02-23,920,Shaving Cream,100,120,20,1,00134,India
367757,2023-02-23,901,Toilet Paper,50,70,20,1,00135,India
367757,2023-02-23,914,Trash Can,100,120,20,1,00135,India
367757,2023-02-23,915,Mirror Cleaner,50,70,20,1,00135,India
367757,2023-02-23,905,Conditioner,150,200,50,1,00135,India
275853,2023-02-23,919,Cotton Swabs,40,50,10,1,00136,India
275853,2023-02-23,913,Toilet Brush,80,100,20,1,00136,India
566102,2023-02-23,910,Colgate Dental Floss,30,60,30,1,00137,India
566102,2023-02-23,911,Shower Curtain,200,250,50,1,00137,India
566102,2023-02-23,919,Cotton Swabs,40,50,10,1,00137,India
566102,2023-02-23,915,Mirror Cleaner,50,70,20,1,00137,India
448217,2023-02-23,919,Cotton Swabs,40,50,10,1,00138,India
633075,2023-02-23,915,Mirror Cleaner,50,70,20,1,00139,India
633075,2023-02-23,911,Shower Curtain,200,250,50,1,00139,India
633075,2023-02-23,916,Air Freshener,80,100,20,1,00139,India
633075,2023-02-23,904,Shampoo,150,200,50,1,00139,India
132570,2023-02-23,913,Toilet Brush,80,100,20,1,00140,India
132570,2023-02-23,915,Mirror Cleaner,50,70,20,1,00140,India
132570,2023-02-23,908,Colgate Toothbrush,30,40,10,1,00140,India
132570,2023-02-23,903,Hand Towels,100,120,20,1,00140,India
936556,2023-02-23,915,Mirror Cleaner,50,70,20,1,00141,India
936556,2023-02-23,920,Shaving Cream,100,120,20,1,00141,India
936556,2023-02-23,911,Shower Curtain,200,250,50,1,00141,India
936556,2023-02-23,917,Plunger,120,150,30,1,00141,India
798075,2023-02-23,920,Shaving Cream,100,120,20,1,00142,India
798075,2023-02-23,904,Shampoo,150,200,50,1,00142,India
798075,2023-02-23,907,Colgate Toothpaste,25,70,45,1,00142,India
798075,2023-02-23,906,Body Wash,120,150,30,1,00142,India
926894,2023-02-23,917,Plunger,120,150,30,1,00143,India
806849,2023-02-23,911,Shower Curtain,200,250,50,1,00144,India
806849,2023-02-23,914,Trash Can,100,120,20,1,00144,India
116493,2023-02-23,901,Toilet Paper,50,70,20,1,00145,India
116493,2023-02-23,917,Plunger,120,150,30,1,00145,India
116493,2023-02-23,907,Colgate Toothpaste,25,70,45,1,00145,India
116493,2023-02-23,911,Shower Curtain,200,250,50,1,00145,India
116493,2023-02-23,916,Air Freshener,80,100,20,1,00145,India
317368,2023-02-23,916,Air Freshener,80,100,20,1,00146,India
317368,2023-02-23,906,Body Wash,120,150,30,1,00146,India
317368,2023-02-23,904,Shampoo,150,200,50,1,00146,India
317368,2023-02-23,917,Plunger,120,150,30,1,00146,India
317368,2023-02-23,919,Cotton Swabs,40,50,10,1,00146,India
479836,2023-02-23,915,Mirror Cleaner,50,70,20,1,00147,India
479836,2023-02-23,916,Air Freshener,80,100,20,1,00147,India
479836,2023-02-23,919,Cotton Swabs,40,50,10,1,00147,India
341358,2023-02-23,918,Tissues,60,80,20,1,00148,India
621326,2023-02-23,909,Colgate Mouthwash,70,120,50,1,00149,India
941648,2023-02-23,914,Trash Can,100,120,20,1,00150,India
290984,2023-02-23,914,Trash Can,100,120,20,1,00151,India
290984,2023-02-23,908,Colgate Toothbrush,30,40,10,1,00151,India
290984,2023-02-23,912,Shower Mat,150,180,30,1,00151,India
633968,2023-02-23,906,Body Wash,120,150,30,1,00152,India
633968,2023-02-23,907,Colgate Toothpaste,25,70,45,1,00152,India
535937,2023-02-23,920,Shaving Cream,100,120,20,1,00153,India
