InvoiceNo,InvoiceDate,StockCode,Description,Cost_Price,UnitPrice,Profit,Quantity,CustomerID,Country
868867,2023-02-20,708,sketchpen,15,40,25,1,00019,India
756441,2023-02-20,717,spiral bound book,50,100,50,1,00020,India
756441,2023-02-20,715,folder,5,15,10,1,00020,India
756441,2023-02-20,711,TD kit,150,300,150,1,00020,India
457337,2023-02-20,704,scale,5,10,5,1,00021,India
457337,2023-02-20,715,folder,5,15,10,1,00021,India
457337,2023-02-20,714,carbon paper,15,30,15,1,00021,India
802759,2023-02-20,702,pencil,2,5,3,1,00022,India
215822,2023-02-20,703,eraser,1,3,2,1,00023,India
215822,2023-02-20,709,notebook,30,60,30,1,00023,India
215822,2023-02-20,708,sketchpen,15,40,25,1,00023,India
796707,2023-02-20,711,TD kit,150,300,150,1,00024,India
796707,2023-02-20,705,stencil,10,20,10,1,00024,India
796707,2023-02-20,702,pencil,2,5,3,1,00024,India
140763,2023-02-20,701,gel pen,5,10,5,1,00025,India
140763,2023-02-20,709,notebook,30,60,30,1,00025,India
784633,2023-02-20,708,sketchpen,15,40,25,1,00026,India
784633,2023-02-20,707,marker,20,40,20,1,00026,India
784633,2023-02-20,713,ball pen,5,10,5,1,00026,India
784633,2023-02-20,704,scale,5,10,5,1,00026,India
382633,2023-02-20,715,folder,5,15,10,1,00027,India
382633,2023-02-20,705,stencil,10,20,10,1,00027,India
382633,2023-02-20,710,geometry box,100,150,50,1,00027,India
382633,2023-02-20,712,graph paper,20,40,20,1,00027,India
382633,2023-02-20,713,ball pen,5,10,5,1,00027,India
292968,2023-02-20,704,scale,5,10,5,1,00028,India
292968,2023-02-20,717,spiral bound book,50,100,50,1,00028,India
890965,2023-02-20,701,gel pen,5,10,5,1,00029,India
890965,2023-02-20,706,sharpener,3,8,5,1,00029,India
808785,2023-02-20,704,scale,5,10,5,1,00030,India
808785,2023-02-20,713,ball pen,5,10,5,1,00030,India
808785,2023-02-20,702,pencil,2,5,3,1,00030,India
417397,2023-02-20,708,sketchpen,15,40,25,1,00031,India
990363,2023-02-20,712,graph paper,20,40,20,1,00032,India
990363,2023-02-20,708,sketchpen,15,40,25,1,00032,India
990363,2023-02-20,704,scale,5,10,5,1,00032,India
990363,2023-02-20,717,spiral bound book,50,100,50,1,00032,India
987903,2023-02-20,712,graph paper,20,40,20,1,00033,India
571553,2023-02-20,716,printing paper,200,400,200,1,00034,India
571553,2023-02-20,710,geometry box,100,150,50,1,00034,India
571553,2023-02-20,708,sketchpen,15,40,25,1,00034,India
224769,2023-02-20,709,notebook,30,60,30,1,00035,India
224769,2023-02-20,715,folder,5,15,10,1,00035,India
224769,2023-02-20,711,TD kit,150,300,150,1,00035,India
224769,2023-02-20,717,spiral bound book,50,100,50,1,00035,India
950156,2023-02-20,704,scale,5,10,5,1,00036,India
950156,2023-02-20,705,stencil,10,20,10,1,00036,India
950156,2023-02-20,706,sharpener,3,8,5,1,00036,India
950156,2023-02-20,703,eraser,1,3,2,1,00036,India
227207,2023-02-20,707,marker,20,40,20,1,00037,India
227207,2023-02-20,713,ball pen,5,10,5,1,00037,India
534328,2023-02-20,707,marker,20,40,20,1,00038,India
534328,2023-02-20,708,sketchpen,15,40,25,1,00038,India
534328,2023-02-20,714,carbon paper,15,30,15,1,00038,India
955421,2023-02-20,703,eraser,1,3,2,1,00039,India
955421,2023-02-20,710,geometry box,100,150,50,1,00039,India
955421,2023-02-20,714,carbon paper,15,30,15,1,00039,India
955421,2023-02-20,716,printing paper,200,400,200,1,00039,India
955421,2023-02-20,705,stencil,10,20,10,1,00039,India
125752,2023-02-20,707,marker,20,40,20,1,00040,India
766535,2023-02-20,709,notebook,30,60,30,1,00041,India
766535,2023-02-20,711,TD kit,150,300,150,1,00041,India
766535,2023-02-20,717,spiral bound book,50,100,50,1,00041,India
766535,2023-02-20,707,marker,20,40,20,1,00041,India
127754,2023-02-20,712,graph paper,20,40,20,1,00042,India
127754,2023-02-20,716,printing paper,200,400,200,1,00042,India
203864,2023-02-20,708,sketchpen,15,40,25,1,00043,India
203864,2023-02-20,716,printing paper,200,400,200,1,00043,India
267725,2023-02-20,707,marker,20,40,20,1,00044,India
267725,2023-02-20,702,pencil,2,5,3,1,00044,India
267725,2023-02-20,715,folder,5,15,10,1,00044,India
267725,2023-02-20,708,sketchpen,15,40,25,1,00044,India
267725,2023-02-20,714,carbon paper,15,30,15,1,00044,India
718858,2023-02-21,717,spiral bound book,50,100,50,1,00045,India
718858,2023-02-21,704,scale,5,10,5,1,00045,India
838574,2023-02-21,702,pencil,2,5,3,1,00046,India
838574,2023-02-21,704,scale,5,10,5,1,00046,India
838574,2023-02-21,706,sharpener,3,8,5,1,00046,India
146545,2023-02-21,710,geometry box,100,150,50,1,00047,India
366304,2023-02-21,709,notebook,30,60,30,1,00048,India
391525,2023-02-21,711,TD kit,150,300,150,1,00049,India
391525,2023-02-21,706,sharpener,3,8,5,1,00049,India
391525,2023-02-21,717,spiral bound book,50,100,50,1,00049,India
391525,2023-02-21,715,folder,5,15,10,1,00049,India
126945,2023-02-21,713,ball pen,5,10,5,1,00050,India
530190,2023-02-21,709,notebook,30,60,30,1,00051,India
530190,2023-02-21,701,gel pen,5,10,5,1,00051,India
530190,2023-02-21,705,stencil,10,20,10,1,00051,India
530190,2023-02-21,711,TD kit,150,300,150,1,00051,India
704599,2023-02-21,709,notebook,30,60,30,1,00052,India
635618,2023-02-21,712,graph paper,20,40,20,1,00053,India
635618,2023-02-21,710,geometry box,100,150,50,1,00053,India
635618,2023-02-21,709,notebook,30,60,30,1,00053,India
637743,2023-02-21,703,eraser,1,3,2,1,00054,India
637743,2023-02-21,706,sharpener,3,8,5,1,00054,India
637743,2023-02-21,717,spiral bound book,50,100,50,1,00054,India
637743,2023-02-21,704,scale,5,10,5,1,00054,India
637743,2023-02-21,705,stencil,10,20,10,1,00054,India
952088,2023-02-21,701,gel pen,5,10,5,1,00055,India
952088,2023-02-21,704,scale,5,10,5,1,00055,India
952088,2023-02-21,712,graph paper,20,40,20,1,00055,India
554238,2023-02-21,707,marker,20,40,20,1,00056,India
554238,2023-02-21,708,sketchpen,15,40,25,1,00056,India
554238,2023-02-21,713,ball pen,5,10,5,1,00056,India
554238,2023-02-21,702,pencil,2,5,3,1,00056,India
129046,2023-02-21,708,sketchpen,15,40,25,1,00057,India
129046,2023-02-21,706,sharpener,3,8,5,1,00057,India
960803,2023-02-21,707,marker,20,40,20,1,00058,India
923673,2023-02-21,705,stencil,10,20,10,1,00059,India
923673,2023-02-21,712,graph paper,20,40,20,1,00059,India
923673,2023-02-21,711,TD kit,150,300,150,1,00059,India
829377,2023-02-21,709,notebook,30,60,30,1,00060,India
829377,2023-02-21,713,ball pen,5,10,5,1,00060,India
829377,2023-02-21,714,carbon paper,15,30,15,1,00060,India
829377,2023-02-21,710,geometry box,100,150,50,1,00060,India
829377,2023-02-21,702,pencil,2,5,3,1,00060,India
916171,2023-02-21,715,folder,5,15,10,1,00061,India
916171,2023-02-21,702,pencil,2,5,3,1,00061,India
916171,2023-02-21,712,graph paper,20,40,20,1,00061,India
916171,2023-02-21,706,sharpener,3,8,5,1,00061,India
916171,2023-02-21,703,eraser,1,3,2,1,00061,India
883979,2023-02-21,717,spiral bound book,50,100,50,1,00062,India
883979,2023-02-21,709,notebook,30,60,30,1,00062,India
762543,2023-02-21,715,folder,5,15,10,1,00063,India
762543,2023-02-21,702,pencil,2,5,3,1,00063,India
104648,2023-02-21,707,marker,20,40,20,1,00064,India
104648,2023-02-21,711,TD kit,150,300,150,1,00064,India
104648,2023-02-21,713,ball pen,5,10,5,1,00064,India
104648,2023-02-21,710,geometry box,100,150,50,1,00064,India
679341,2023-02-21,709,notebook,30,60,30,1,00065,India
679341,2023-02-21,712,graph paper,20,40,20,1,00065,India
679341,2023-02-21,715,folder,5,15,10,1,00065,India
596783,2023-02-21,715,folder,5,15,10,1,00066,India
596783,2023-02-21,710,geometry box,100,150,50,1,00066,India
596783,2023-02-21,706,sharpener,3,8,5,1,00066,India
596783,2023-02-21,708,sketchpen,15,40,25,1,00066,India
690420,2023-02-21,713,ball pen,5,10,5,1,00067,India
690420,2023-02-21,709,notebook,30,60,30,1,00067,India
690420,2023-02-21,714,carbon paper,15,30,15,1,00067,India
690420,2023-02-21,715,folder,5,15,10,1,00067,India
988536,2023-02-21,703,eraser,1,3,2,1,00068,India
988536,2023-02-21,711,TD kit,150,300,150,1,00068,India
988536,2023-02-21,717,spiral bound book,50,100,50,1,00068,India
988536,2023-02-21,714,carbon paper,15,30,15,1,00068,India
988536,2023-02-21,708,sketchpen,15,40,25,1,00068,India
146111,2023-02-21,705,stencil,10,20,10,1,00069,India
644434,2023-02-21,702,pencil,2,5,3,1,00070,India
644434,2023-02-21,708,sketchpen,15,40,25,1,00070,India
644434,2023-02-21,705,stencil,10,20,10,1,00070,India
491058,2023-02-21,710,geometry box,100,150,50,1,00071,India
491058,2023-02-21,709,notebook,30,60,30,1,00071,India
419630,2023-02-21,705,stencil,10,20,10,1,00072,India
419630,2023-02-21,709,notebook,30,60,30,1,00072,India
419630,2023-02-21,706,sharpener,3,8,5,1,00072,India
419630,2023-02-21,702,pencil,2,5,3,1,00072,India
362981,2023-02-21,702,pencil,2,5,3,1,00073,India
362981,2023-02-21,709,notebook,30,60,30,1,00073,India
362981,2023-02-21,706,sharpener,3,8,5,1,00073,India
362981,2023-02-21,714,carbon paper,15,30,15,1,00073,India
362981,2023-02-21,716,printing paper,200,400,200,1,00073,India
800862,2023-02-21,705,stencil,10,20,10,1,00074,India
800862,2023-02-21,710,geometry box,100,150,50,1,00074,India
800862,2023-02-21,703,eraser,1,3,2,1,00074,India
314704,2023-02-21,704,scale,5,10,5,1,00075,India
314704,2023-02-21,716,printing paper,200,400,200,1,00075,India
314704,2023-02-21,705,stencil,10,20,10,1,00075,India
314704,2023-02-21,717,spiral bound book,50,100,50,1,00075,India
429537,2023-02-21,714,carbon paper,15,30,15,1,00076,India
429537,2023-02-21,708,sketchpen,15,40,25,1,00076,India
115088,2023-02-21,706,sharpener,3,8,5,1,00077,India
115088,2023-02-21,713,ball pen,5,10,5,1,00077,India
115088,2023-02-21,716,printing paper,200,400,200,1,00077,India
649009,2023-02-21,702,pencil,2,5,3,1,00078,India
649009,2023-02-21,706,sharpener,3,8,5,1,00078,India
326498,2023-02-21,708,sketchpen,15,40,25,1,00079,India
326498,2023-02-21,702,pencil,2,5,3,1,00079,India
326498,2023-02-21,705,stencil,10,20,10,1,00079,India
496420,2023-02-21,711,TD kit,150,300,150,1,00080,India
496420,2023-02-21,706,sharpener,3,8,5,1,00080,India
233421,2023-02-21,705,stencil,10,20,10,1,00081,India
233421,2023-02-21,711,TD kit,150,300,150,1,00081,India
233421,2023-02-21,704,scale,5,10,5,1,00081,India
233421,2023-02-21,712,graph paper,20,40,20,1,00081,India
233421,2023-02-21,701,gel pen,5,10,5,1,00081,India
216505,2023-02-22,703,eraser,1,3,2,1,00082,India
827874,2023-02-22,716,printing paper,200,400,200,1,00083,India
827874,2023-02-22,714,carbon paper,15,30,15,1,00083,India
827874,2023-02-22,709,notebook,30,60,30,1,00083,India
702647,2023-02-22,717,spiral bound book,50,100,50,1,00084,India
702647,2023-02-22,711,TD kit,150,300,150,1,00084,India
702647,2023-02-22,712,graph paper,20,40,20,1,00084,India
200377,2023-02-22,706,sharpener,3,8,5,1,00085,India
200377,2023-02-22,702,pencil,2,5,3,1,00085,India
200377,2023-02-22,703,eraser,1,3,2,1,00085,India
200377,2023-02-22,701,gel pen,5,10,5,1,00085,India
200377,2023-02-22,713,ball pen,5,10,5,1,00085,India
481185,2023-02-22,708,sketchpen,15,40,25,1,00086,India
481185,2023-02-22,701,gel pen,5,10,5,1,00086,India
481185,2023-02-22,706,sharpener,3,8,5,1,00086,India
983551,2023-02-22,709,notebook,30,60,30,1,00087,India
983551,2023-02-22,707,marker,20,40,20,1,00087,India
983551,2023-02-22,710,geometry box,100,150,50,1,00087,India
983551,2023-02-22,702,pencil,2,5,3,1,00087,India
389308,2023-02-22,715,folder,5,15,10,1,00088,India
389308,2023-02-22,710,geometry box,100,150,50,1,00088,India
829392,2023-02-22,705,stencil,10,20,10,1,00089,India
829392,2023-02-22,713,ball pen,5,10,5,1,00089,India
757721,2023-02-22,702,pencil,2,5,3,1,00090,India
757721,2023-02-22,708,sketchpen,15,40,25,1,00090,India
938789,2023-02-22,709,notebook,30,60,30,1,00091,India
489594,2023-02-22,705,stencil,10,20,10,1,00092,India
489594,2023-02-22,704,scale,5,10,5,1,00092,India
951941,2023-02-22,710,geometry box,100,150,50,1,00093,India
951941,2023-02-22,708,sketchpen,15,40,25,1,00093,India
951941,2023-02-22,704,scale,5,10,5,1,00093,India
671667,2023-02-22,708,sketchpen,15,40,25,1,00094,India
671667,2023-02-22,707,marker,20,40,20,1,00094,India
671667,2023-02-22,716,printing paper,200,400,200,1,00094,India
671667,2023-02-22,704,scale,5,10,5,1,00094,India
671667,2023-02-22,710,geometry box,100,150,50,1,00094,India
822914,2023-02-22,716,printing paper,200,400,200,1,00095,India
700377,2023-02-22,710,geometry box,100,150,50,1,00096,India
840591,2023-02-22,705,stencil,10,20,10,1,00097,India
903665,2023-02-22,706,sharpener,3,8,5,1,00098,India
903665,2023-02-22,712,graph paper,20,40,20,1,00098,India
903665,2023-02-22,705,stencil,10,20,10,1,00098,India
903665,2023-02-22,703,eraser,1,3,2,1,00098,India
903665,2023-02-22,711,TD kit,150,300,150,1,00098,India
274267,2023-02-22,710,geometry box,100,150,50,1,00099,India
274267,2023-02-22,701,gel pen,5,10,5,1,00099,India
274267,2023-02-22,706,sharpener,3,8,5,1,00099,India
274267,2023-02-22,712,graph paper,20,40,20,1,00099,India
670064,2023-02-22,716,printing paper,200,400,200,1,00100,India
308627,2023-02-22,716,printing paper,200,400,200,1,00101,India
308627,2023-02-22,711,TD kit,150,300,150,1,00101,India
308627,2023-02-22,710,geometry box,100,150,50,1,00101,India
308627,2023-02-22,704,scale,5,10,5,1,00101,India
308627,2023-02-22,717,spiral bound book,50,100,50,1,00101,India
338948,2023-02-22,712,graph paper,20,40,20,1,00102,India
338948,2023-02-22,708,sketchpen,15,40,25,1,00102,India
338948,2023-02-22,703,eraser,1,3,2,1,00102,India
338948,2023-02-22,705,stencil,10,20,10,1,00102,India
338948,2023-02-22,706,sharpener,3,8,5,1,00102,India
708348,2023-02-22,703,eraser,1,3,2,1,00103,India
708348,2023-02-22,708,sketchpen,15,40,25,1,00103,India
708348,2023-02-22,704,scale,5,10,5,1,00103,India
525294,2023-02-22,702,pencil,2,5,3,1,00104,India
525294,2023-02-22,713,ball pen,5,10,5,1,00104,India
525294,2023-02-22,705,stencil,10,20,10,1,00104,India
525294,2023-02-22,701,gel pen,5,10,5,1,00104,India
525294,2023-02-22,707,marker,20,40,20,1,00104,India
535207,2023-02-22,702,pencil,2,5,3,1,00105,India
535207,2023-02-22,716,printing paper,200,400,200,1,00105,India
535207,2023-02-22,706,sharpener,3,8,5,1,00105,India
535207,2023-02-22,717,spiral bound book,50,100,50,1,00105,India
535207,2023-02-22,708,sketchpen,15,40,25,1,00105,India
408872,2023-02-22,713,ball pen,5,10,5,1,00106,India
408872,2023-02-22,705,stencil,10,20,10,1,00106,India
857222,2023-02-22,701,gel pen,5,10,5,1,00107,India
905115,2023-02-22,705,stencil,10,20,10,1,00108,India
987011,2023-02-22,706,sharpener,3,8,5,1,00109,India
987011,2023-02-22,702,pencil,2,5,3,1,00109,India
987011,2023-02-22,708,sketchpen,15,40,25,1,00109,India
481307,2023-02-22,706,sharpener,3,8,5,1,00110,India
902770,2023-02-22,701,gel pen,5,10,5,1,00111,India
406368,2023-02-22,705,stencil,10,20,10,1,00112,India
406368,2023-02-22,707,marker,20,40,20,1,00112,India
406368,2023-02-22,712,graph paper,20,40,20,1,00112,India
406368,2023-02-22,711,TD kit,150,300,150,1,00112,India
836194,2023-02-22,708,sketchpen,15,40,25,1,00113,India
836194,2023-02-22,703,eraser,1,3,2,1,00113,India
950342,2023-02-22,705,stencil,10,20,10,1,00114,India
950342,2023-02-22,711,TD kit,150,300,150,1,00114,India
512046,2023-02-22,706,sharpener,3,8,5,1,00115,India
512046,2023-02-22,702,pencil,2,5,3,1,00115,India
512046,2023-02-22,716,printing paper,200,400,200,1,00115,India
512046,2023-02-22,701,gel pen,5,10,5,1,00115,India
948530,2023-02-22,704,scale,5,10,5,1,00116,India
948530,2023-02-22,710,geometry box,100,150,50,1,00116,India
948530,2023-02-22,702,pencil,2,5,3,1,00116,India
948530,2023-02-22,715,folder,5,15,10,1,00116,India
975460,2023-02-22,703,eraser,1,3,2,1,00117,India
975460,2023-02-22,713,ball pen,5,10,5,1,00117,India
975460,2023-02-22,706,sharpener,3,8,5,1,00117,India
301729,2023-02-22,701,gel pen,5,10,5,1,00118,India
301729,2023-02-22,704,scale,5,10,5,1,00118,India
301729,2023-02-22,714,carbon paper,15,30,15,1,00118,India
301729,2023-02-22,708,sketchpen,15,40,25,1,00118,India
301729,2023-02-22,710,geometry box,100,150,50,1,00118,India
265911,2023-02-22,702,pencil,2,5,3,1,00119,India
265911,2023-02-22,708,sketchpen,15,40,25,1,00119,India
265911,2023-02-22,707,marker,20,40,20,1,00119,India
265911,2023-02-22,705,stencil,10,20,10,1,00119,India
265911,2023-02-22,713,ball pen,5,10,5,1,00119,India
899093,2023-02-22,703,eraser,1,3,2,1,00120,India
899093,2023-02-22,715,folder,5,15,10,1,00120,India
899093,2023-02-22,702,pencil,2,5,3,1,00120,India
899093,2023-02-22,706,sharpener,3,8,5,1,00120,India
465699,2023-02-22,713,ball pen,5,10,5,1,00121,India
977106,2023-02-22,706,sharpener,3,8,5,1,00122,India
122034,2023-02-22,706,sharpener,3,8,5,1,00123,India
122034,2023-02-22,717,spiral bound book,50,100,50,1,00123,India
122034,2023-02-22,702,pencil,2,5,3,1,00123,India
122034,2023-02-22,705,stencil,10,20,10,1,00123,India
122034,2023-02-22,710,geometry box,100,150,50,1,00123,India
842923,2023-02-22,715,folder,5,15,10,1,00124,India
842923,2023-02-22,705,stencil,10,20,10,1,00124,India
842923,2023-02-22,703,eraser,1,3,2,1,00124,India
842923,2023-02-22,712,graph paper,20,40,20,1,00124,India
842923,2023-02-22,714,carbon paper,15,30,15,1,00124,India
916496,2023-02-22,716,printing paper,200,400,200,1,00125,India
916496,2023-02-22,701,gel pen,5,10,5,1,00125,India
916496,2023-02-22,715,folder,5,15,10,1,00125,India
916496,2023-02-22,707,marker,20,40,20,1,00125,India
916496,2023-02-22,712,graph paper,20,40,20,1,00125,India
463446,2023-02-22,705,stencil,10,20,10,1,00126,India
463446,2023-02-22,704,scale,5,10,5,1,00126,India
463446,2023-02-22,717,spiral bound book,50,100,50,1,00126,India
785050,2023-02-22,706,sharpener,3,8,5,1,00127,India
785050,2023-02-22,701,gel pen,5,10,5,1,00127,India
785050,2023-02-22,713,ball pen,5,10,5,1,00127,India
785050,2023-02-22,712,graph paper,20,40,20,1,00127,India
782264,2023-02-22,703,eraser,1,3,2,1,00128,India
782264,2023-02-22,715,folder,5,15,10,1,00128,India
782264,2023-02-22,712,graph paper,20,40,20,1,00128,India
391255,2023-02-22,716,printing paper,200,400,200,1,00129,India
391255,2023-02-22,704,scale,5,10,5,1,00129,India
391255,2023-02-22,713,ball pen,5,10,5,1,00129,India
276837,2023-02-23,717,spiral bound book,50,100,50,1,00130,India
276837,2023-02-23,714,carbon paper,15,30,15,1,00130,India
571049,2023-02-23,712,graph paper,20,40,20,1,00131,India
571049,2023-02-23,707,marker,20,40,20,1,00131,India
571049,2023-02-23,709,notebook,30,60,30,1,00131,India
571049,2023-02-23,713,ball pen,5,10,5,1,00131,India
328634,2023-02-23,711,TD kit,150,300,150,1,00132,India
328634,2023-02-23,710,geometry box,100,150,50,1,00132,India
328634,2023-02-23,706,sharpener,3,8,5,1,00132,India
279097,2023-02-23,709,notebook,30,60,30,1,00133,India
279097,2023-02-23,704,scale,5,10,5,1,00133,India
279097,2023-02-23,703,eraser,1,3,2,1,00133,India
787233,2023-02-23,712,graph paper,20,40,20,1,00134,India
965407,2023-02-23,701,gel pen,5,10,5,1,00135,India
621633,2023-02-23,710,geometry box,100,150,50,1,00136,India
621633,2023-02-23,713,ball pen,5,10,5,1,00136,India
258850,2023-02-23,703,eraser,1,3,2,1,00137,India
258850,2023-02-23,708,sketchpen,15,40,25,1,00137,India
258850,2023-02-23,712,graph paper,20,40,20,1,00137,India
383584,2023-02-23,717,spiral bound book,50,100,50,1,00138,India
383584,2023-02-23,709,notebook,30,60,30,1,00138,India
383584,2023-02-23,710,geometry box,100,150,50,1,00138,India
119701,2023-02-23,707,marker,20,40,20,1,00139,India
119701,2023-02-23,708,sketchpen,15,40,25,1,00139,India
119701,2023-02-23,701,gel pen,5,10,5,1,00139,India
119701,2023-02-23,711,TD kit,150,300,150,1,00139,India
705667,2023-02-23,705,stencil,10,20,10,1,00140,India
705667,2023-02-23,703,eraser,1,3,2,1,00140,India
705667,2023-02-23,717,spiral bound book,50,100,50,1,00140,India
314796,2023-02-23,713,ball pen,5,10,5,1,00141,India
792368,2023-02-23,704,scale,5,10,5,1,00142,India
792368,2023-02-23,710,geometry box,100,150,50,1,00142,India
792368,2023-02-23,707,marker,20,40,20,1,00142,India
792368,2023-02-23,703,eraser,1,3,2,1,00142,India
792368,2023-02-23,714,carbon paper,15,30,15,1,00142,India
741790,2023-02-23,704,scale,5,10,5,1,00143,India
741790,2023-02-23,705,stencil,10,20,10,1,00143,India
741790,2023-02-23,710,geometry box,100,150,50,1,00143,India
741790,2023-02-23,714,carbon paper,15,30,15,1,00143,India
171456,2023-02-23,712,graph paper,20,40,20,1,00144,India
171456,2023-02-23,702,pencil,2,5,3,1,00144,India
867730,2023-02-23,713,ball pen,5,10,5,1,00145,India
867730,2023-02-23,707,marker,20,40,20,1,00145,India
867730,2023-02-23,715,folder,5,15,10,1,00145,India
867730,2023-02-23,716,printing paper,200,400,200,1,00145,India
950994,2023-02-23,715,folder,5,15,10,1,00146,India
950994,2023-02-23,716,printing paper,200,400,200,1,00146,India
593729,2023-02-23,711,TD kit,150,300,150,1,00147,India
237365,2023-02-23,704,scale,5,10,5,1,00148,India
237365,2023-02-23,713,ball pen,5,10,5,1,00148,India
237365,2023-02-23,714,carbon paper,15,30,15,1,00148,India
906247,2023-02-23,702,pencil,2,5,3,1,00149,India
906247,2023-02-23,707,marker,20,40,20,1,00149,India
906247,2023-02-23,709,notebook,30,60,30,1,00149,India
906247,2023-02-23,713,ball pen,5,10,5,1,00149,India
965348,2023-02-23,712,graph paper,20,40,20,1,00150,India
965348,2023-02-23,713,ball pen,5,10,5,1,00150,India
965348,2023-02-23,717,spiral bound book,50,100,50,1,00150,India
714863,2023-02-23,707,marker,20,40,20,1,00151,India
714863,2023-02-23,717,spiral bound book,50,100,50,1,00151,India
714863,2023-02-23,706,sharpener,3,8,5,1,00151,India
714863,2023-02-23,716,printing paper,200,400,200,1,00151,India
651860,2023-02-23,708,sketchpen,15,40,25,1,00152,India
651860,2023-02-23,702,pencil,2,5,3,1,00152,India
372445,2023-02-23,707,marker,20,40,20,1,00153,India
192816,2023-02-23,703,eraser,1,3,2,1,00154,India
893024,2023-02-23,703,eraser,1,3,2,1,00155,India
893024,2023-02-23,716,printing paper,200,400,200,1,00155,India
893024,2023-02-23,702,pencil,2,5,3,1,00155,India
893024,2023-02-23,705,stencil,10,20,10,1,00155,India
612874,2023-02-23,716,printing paper,200,400,200,1,00156,India
612874,2023-02-23,714,carbon paper,15,30,15,1,00156,India
612874,2023-02-23,705,stencil,10,20,10,1,00156,India
681500,2023-02-23,707,marker,20,40,20,1,00157,India
108222,2023-02-23,716,printing paper,200,400,200,1,00158,India
108222,2023-02-23,712,graph paper,20,40,20,1,00158,India
108222,2023-02-23,701,gel pen,5,10,5,1,00158,India
859725,2023-02-23,714,carbon paper,15,30,15,1,00159,India
905948,2023-02-23,703,eraser,1,3,2,1,00160,India
905948,2023-02-23,704,scale,5,10,5,1,00160,India
905948,2023-02-23,705,stencil,10,20,10,1,00160,India
905948,2023-02-23,717,spiral bound book,50,100,50,1,00160,India
