InvoiceNo,InvoiceDate,StockCode,Description,Cost_Price,UnitPrice,Profit,Quantity,CustomerID,Country
483751,2023-02-20,504,iron,449,879,430,1,00029,India
483751,2023-02-20,503,mixer,1349,3249,1900,1,00029,India
895499,2023-02-20,504,iron,449,879,430,1,00030,India
895499,2023-02-20,506,monitor,3249,8000,4751,1,00030,India
772911,2023-02-20,506,monitor,3249,8000,4751,1,00031,India
772911,2023-02-20,507,washing machine,6990,16490,9500,1,00031,India
772911,2023-02-20,503,mixer,1349,3249,1900,1,00031,India
814765,2023-02-20,501,iphone 15,60000,80000,20000,1,00032,India
814765,2023-02-20,505,oven,18490,24000,5510,1,00032,India
814765,2023-02-20,507,washing machine,6990,16490,9500,1,00032,India
550686,2023-02-20,501,iphone 15,60000,80000,20000,1,00033,India
550686,2023-02-20,503,mixer,1349,3249,1900,1,00033,India
694685,2023-02-20,502,iphone 15 pro max,100000,135000,35000,1,00034,India
694685,2023-02-20,501,iphone 15,60000,80000,20000,1,00034,India
694685,2023-02-20,507,washing machine,6990,16490,9500,1,00034,India
694685,2023-02-20,503,mixer,1349,3249,1900,1,00034,India
694685,2023-02-20,504,iron,449,879,430,1,00034,India
845528,2023-02-20,504,iron,449,879,430,1,00035,India
845528,2023-02-20,501,iphone 15,60000,80000,20000,1,00035,India
845528,2023-02-20,502,iphone 15 pro max,100000,135000,35000,1,00035,India
845528,2023-02-20,506,monitor,3249,8000,4751,1,00035,India
177734,2023-02-20,505,oven,18490,24000,5510,1,00036,India
177734,2023-02-20,503,mixer,1349,3249,1900,1,00036,India
177734,2023-02-20,506,monitor,3249,8000,4751,1,00036,India
177734,2023-02-20,501,iphone 15,60000,80000,20000,1,00036,India
946009,2023-02-20,501,iphone 15,60000,80000,20000,1,00037,India
946009,2023-02-20,506,monitor,3249,8000,4751,1,00037,India
946009,2023-02-20,505,oven,18490,24000,5510,1,00037,India
946009,2023-02-20,503,mixer,1349,3249,1900,1,00037,India
125394,2023-02-20,507,washing machine,6990,16490,9500,1,00038,India
125394,2023-02-20,505,oven,18490,24000,5510,1,00038,India
877621,2023-02-20,503,mixer,1349,3249,1900,1,00039,India
317498,2023-02-20,502,iphone 15 pro max,100000,135000,35000,1,00040,India
317498,2023-02-20,504,iron,449,879,430,1,00040,India
317498,2023-02-20,507,washing machine,6990,16490,9500,1,00040,India
317498,2023-02-20,505,oven,18490,24000,5510,1,00040,India
870175,2023-02-20,506,monitor,3249,8000,4751,1,00041,India
870175,2023-02-20,503,mixer,1349,3249,1900,1,00041,India
870175,2023-02-20,504,iron,449,879,430,1,00041,India
312331,2023-02-20,502,iphone 15 pro max,100000,135000,35000,1,00042,India
312331,2023-02-20,504,iron,449,879,430,1,00042,India
476623,2023-02-20,504,iron,449,879,430,1,00043,India
476623,2023-02-20,503,mixer,1349,3249,1900,1,00043,India
608533,2023-02-20,501,iphone 15,60000,80000,20000,1,00044,India
608533,2023-02-20,502,iphone 15 pro max,100000,135000,35000,1,00044,India
608533,2023-02-20,503,mixer,1349,3249,1900,1,00044,India
722575,2023-02-20,504,iron,449,879,430,1,00045,India
887523,2023-02-20,505,oven,18490,24000,5510,1,00046,India
887523,2023-02-20,506,monitor,3249,8000,4751,1,00046,India
887523,2023-02-20,502,iphone 15 pro max,100000,135000,35000,1,00046,India
245112,2023-02-20,502,iphone 15 pro max,100000,135000,35000,1,00047,India
245112,2023-02-20,506,monitor,3249,8000,4751,1,00047,India
779130,2023-02-20,503,mixer,1349,3249,1900,1,00048,India
779130,2023-02-20,506,monitor,3249,8000,4751,1,00048,India
317926,2023-02-20,503,mixer,1349,3249,1900,1,00049,India
317926,2023-02-20,501,iphone 15,60000,80000,20000,1,00049,India
994738,2023-02-20,506,monitor,3249,8000,4751,1,00050,India
107890,2023-02-20,504,iron,449,879,430,1,00051,India
107890,2023-02-20,505,oven,18490,24000,5510,1,00051,India
763690,2023-02-20,506,monitor,3249,8000,4751,1,00052,India
763690,2023-02-20,503,mixer,1349,3249,1900,1,00052,India
141894,2023-02-20,507,washing machine,6990,16490,9500,1,00053,India
481246,2023-02-20,506,monitor,3249,8000,4751,1,00054,India
481246,2023-02-20,502,iphone 15 pro max,100000,135000,35000,1,00054,India
436036,2023-02-20,506,monitor,3249,8000,4751,1,00055,India
436036,2023-02-20,503,mixer,1349,3249,1900,1,00055,India
294697,2023-02-20,504,iron,449,879,430,1,00056,India
589106,2023-02-20,502,iphone 15 pro max,100000,135000,35000,1,00057,India
589106,2023-02-20,505,oven,18490,24000,5510,1,00057,India
589106,2023-02-20,507,washing machine,6990,16490,9500,1,00057,India
589106,2023-02-20,501,iphone 15,60000,80000,20000,1,00057,India
589106,2023-02-20,506,monitor,3249,8000,4751,1,00057,India
876579,2023-02-20,501,iphone 15,60000,80000,20000,1,00058,India
876579,2023-02-20,502,iphone 15 pro max,100000,135000,35000,1,00058,India
215474,2023-02-20,505,oven,18490,24000,5510,1,00059,India
310904,2023-02-20,505,oven,18490,24000,5510,1,00060,India
310904,2023-02-20,504,iron,449,879,430,1,00060,India
310904,2023-02-20,502,iphone 15 pro max,100000,135000,35000,1,00060,India
310904,2023-02-20,506,monitor,3249,8000,4751,1,00060,India
218551,2023-02-20,507,washing machine,6990,16490,9500,1,00061,India
460130,2023-02-20,501,iphone 15,60000,80000,20000,1,00062,India
460130,2023-02-20,506,monitor,3249,8000,4751,1,00062,India
394899,2023-02-20,503,mixer,1349,3249,1900,1,00063,India
394899,2023-02-20,504,iron,449,879,430,1,00063,India
394899,2023-02-20,506,monitor,3249,8000,4751,1,00063,India
696725,2023-02-20,507,washing machine,6990,16490,9500,1,00064,India
696725,2023-02-20,501,iphone 15,60000,80000,20000,1,00064,India
154863,2023-02-21,504,iron,449,879,430,1,00065,India
154863,2023-02-21,506,monitor,3249,8000,4751,1,00065,India
154863,2023-02-21,507,washing machine,6990,16490,9500,1,00065,India
216744,2023-02-21,504,iron,449,879,430,1,00066,India
216744,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00066,India
216744,2023-02-21,503,mixer,1349,3249,1900,1,00066,India
337410,2023-02-21,507,washing machine,6990,16490,9500,1,00067,India
927721,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00068,India
764778,2023-02-21,503,mixer,1349,3249,1900,1,00069,India
764778,2023-02-21,504,iron,449,879,430,1,00069,India
764778,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00069,India
444755,2023-02-21,505,oven,18490,24000,5510,1,00070,India
444755,2023-02-21,504,iron,449,879,430,1,00070,India
444755,2023-02-21,503,mixer,1349,3249,1900,1,00070,India
639259,2023-02-21,505,oven,18490,24000,5510,1,00071,India
639259,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00071,India
573380,2023-02-21,505,oven,18490,24000,5510,1,00072,India
573380,2023-02-21,503,mixer,1349,3249,1900,1,00072,India
573380,2023-02-21,506,monitor,3249,8000,4751,1,00072,India
573380,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00072,India
963725,2023-02-21,503,mixer,1349,3249,1900,1,00073,India
963725,2023-02-21,504,iron,449,879,430,1,00073,India
963725,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00073,India
275329,2023-02-21,501,iphone 15,60000,80000,20000,1,00074,India
275329,2023-02-21,505,oven,18490,24000,5510,1,00074,India
325637,2023-02-21,505,oven,18490,24000,5510,1,00075,India
325637,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00075,India
325637,2023-02-21,501,iphone 15,60000,80000,20000,1,00075,India
925237,2023-02-21,501,iphone 15,60000,80000,20000,1,00076,India
668245,2023-02-21,506,monitor,3249,8000,4751,1,00077,India
668245,2023-02-21,501,iphone 15,60000,80000,20000,1,00077,India
668245,2023-02-21,505,oven,18490,24000,5510,1,00077,India
668245,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00077,India
373604,2023-02-21,506,monitor,3249,8000,4751,1,00078,India
373604,2023-02-21,505,oven,18490,24000,5510,1,00078,India
373604,2023-02-21,507,washing machine,6990,16490,9500,1,00078,India
373604,2023-02-21,504,iron,449,879,430,1,00078,India
373604,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00078,India
360205,2023-02-21,504,iron,449,879,430,1,00079,India
360205,2023-02-21,505,oven,18490,24000,5510,1,00079,India
360205,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00079,India
785741,2023-02-21,505,oven,18490,24000,5510,1,00080,India
785741,2023-02-21,501,iphone 15,60000,80000,20000,1,00080,India
785741,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00080,India
785741,2023-02-21,507,washing machine,6990,16490,9500,1,00080,India
900295,2023-02-21,501,iphone 15,60000,80000,20000,1,00081,India
618103,2023-02-21,503,mixer,1349,3249,1900,1,00082,India
680586,2023-02-21,503,mixer,1349,3249,1900,1,00083,India
680586,2023-02-21,506,monitor,3249,8000,4751,1,00083,India
903312,2023-02-21,506,monitor,3249,8000,4751,1,00084,India
903312,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00084,India
689601,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00085,India
689601,2023-02-21,503,mixer,1349,3249,1900,1,00085,India
689601,2023-02-21,507,washing machine,6990,16490,9500,1,00085,India
689601,2023-02-21,504,iron,449,879,430,1,00085,India
855052,2023-02-21,504,iron,449,879,430,1,00086,India
929432,2023-02-21,504,iron,449,879,430,1,00087,India
929432,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00087,India
929432,2023-02-21,503,mixer,1349,3249,1900,1,00087,India
342303,2023-02-21,504,iron,449,879,430,1,00088,India
342303,2023-02-21,505,oven,18490,24000,5510,1,00088,India
700153,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00089,India
700153,2023-02-21,506,monitor,3249,8000,4751,1,00089,India
700153,2023-02-21,501,iphone 15,60000,80000,20000,1,00089,India
700153,2023-02-21,507,washing machine,6990,16490,9500,1,00089,India
857769,2023-02-21,506,monitor,3249,8000,4751,1,00090,India
756785,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00091,India
756785,2023-02-21,501,iphone 15,60000,80000,20000,1,00091,India
756785,2023-02-21,504,iron,449,879,430,1,00091,India
756785,2023-02-21,507,washing machine,6990,16490,9500,1,00091,India
456385,2023-02-21,501,iphone 15,60000,80000,20000,1,00092,India
456385,2023-02-21,506,monitor,3249,8000,4751,1,00092,India
456385,2023-02-21,505,oven,18490,24000,5510,1,00092,India
633039,2023-02-21,507,washing machine,6990,16490,9500,1,00093,India
633039,2023-02-21,501,iphone 15,60000,80000,20000,1,00093,India
633039,2023-02-21,506,monitor,3249,8000,4751,1,00093,India
633039,2023-02-21,503,mixer,1349,3249,1900,1,00093,India
544664,2023-02-21,505,oven,18490,24000,5510,1,00094,India
544664,2023-02-21,504,iron,449,879,430,1,00094,India
544664,2023-02-21,506,monitor,3249,8000,4751,1,00094,India
544664,2023-02-21,507,washing machine,6990,16490,9500,1,00094,India
544664,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00094,India
138400,2023-02-21,503,mixer,1349,3249,1900,1,00095,India
138400,2023-02-21,504,iron,449,879,430,1,00095,India
241799,2023-02-21,504,iron,449,879,430,1,00096,India
241799,2023-02-21,506,monitor,3249,8000,4751,1,00096,India
241799,2023-02-21,503,mixer,1349,3249,1900,1,00096,India
387846,2023-02-21,503,mixer,1349,3249,1900,1,00097,India
387846,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00097,India
466825,2023-02-21,505,oven,18490,24000,5510,1,00098,India
466825,2023-02-21,506,monitor,3249,8000,4751,1,00098,India
466825,2023-02-21,504,iron,449,879,430,1,00098,India
466825,2023-02-21,501,iphone 15,60000,80000,20000,1,00098,India
204713,2023-02-21,507,washing machine,6990,16490,9500,1,00099,India
692691,2023-02-21,503,mixer,1349,3249,1900,1,00100,India
692691,2023-02-21,506,monitor,3249,8000,4751,1,00100,India
825040,2023-02-21,501,iphone 15,60000,80000,20000,1,00101,India
825040,2023-02-21,507,washing machine,6990,16490,9500,1,00101,India
825040,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00101,India
825040,2023-02-21,505,oven,18490,24000,5510,1,00101,India
719795,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00102,India
719795,2023-02-21,505,oven,18490,24000,5510,1,00102,India
719795,2023-02-21,507,washing machine,6990,16490,9500,1,00102,India
719795,2023-02-21,506,monitor,3249,8000,4751,1,00102,India
887935,2023-02-21,505,oven,18490,24000,5510,1,00103,India
887935,2023-02-21,506,monitor,3249,8000,4751,1,00103,India
737926,2023-02-21,505,oven,18490,24000,5510,1,00104,India
737926,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00104,India
737926,2023-02-21,501,iphone 15,60000,80000,20000,1,00104,India
737926,2023-02-21,503,mixer,1349,3249,1900,1,00104,India
374540,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00105,India
892557,2023-02-21,505,oven,18490,24000,5510,1,00106,India
892557,2023-02-21,501,iphone 15,60000,80000,20000,1,00106,India
298461,2023-02-21,506,monitor,3249,8000,4751,1,00107,India
298461,2023-02-21,505,oven,18490,24000,5510,1,00107,India
298461,2023-02-21,504,iron,449,879,430,1,00107,India
144565,2023-02-21,505,oven,18490,24000,5510,1,00108,India
710377,2023-02-21,507,washing machine,6990,16490,9500,1,00109,India
710377,2023-02-21,505,oven,18490,24000,5510,1,00109,India
710377,2023-02-21,504,iron,449,879,430,1,00109,India
152996,2023-02-21,504,iron,449,879,430,1,00110,India
580905,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00111,India
580905,2023-02-21,504,iron,449,879,430,1,00111,India
580905,2023-02-21,503,mixer,1349,3249,1900,1,00111,India
580905,2023-02-21,506,monitor,3249,8000,4751,1,00111,India
580905,2023-02-21,501,iphone 15,60000,80000,20000,1,00111,India
651325,2023-02-21,503,mixer,1349,3249,1900,1,00112,India
651325,2023-02-21,504,iron,449,879,430,1,00112,India
651325,2023-02-21,505,oven,18490,24000,5510,1,00112,India
651325,2023-02-21,501,iphone 15,60000,80000,20000,1,00112,India
777738,2023-02-21,505,oven,18490,24000,5510,1,00113,India
777738,2023-02-21,501,iphone 15,60000,80000,20000,1,00113,India
777738,2023-02-21,503,mixer,1349,3249,1900,1,00113,India
653841,2023-02-21,501,iphone 15,60000,80000,20000,1,00114,India
653841,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00114,India
653841,2023-02-21,507,washing machine,6990,16490,9500,1,00114,India
653841,2023-02-21,505,oven,18490,24000,5510,1,00114,India
653841,2023-02-21,506,monitor,3249,8000,4751,1,00114,India
289087,2023-02-21,505,oven,18490,24000,5510,1,00115,India
990967,2023-02-21,504,iron,449,879,430,1,00116,India
990967,2023-02-21,507,washing machine,6990,16490,9500,1,00116,India
990967,2023-02-21,503,mixer,1349,3249,1900,1,00116,India
283890,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00117,India
283890,2023-02-21,504,iron,449,879,430,1,00117,India
145832,2023-02-21,501,iphone 15,60000,80000,20000,1,00118,India
145832,2023-02-21,507,washing machine,6990,16490,9500,1,00118,India
897718,2023-02-21,504,iron,449,879,430,1,00119,India
897718,2023-02-21,506,monitor,3249,8000,4751,1,00119,India
897718,2023-02-21,505,oven,18490,24000,5510,1,00119,India
897718,2023-02-21,501,iphone 15,60000,80000,20000,1,00119,India
868075,2023-02-21,506,monitor,3249,8000,4751,1,00120,India
322239,2023-02-21,503,mixer,1349,3249,1900,1,00121,India
322239,2023-02-21,507,washing machine,6990,16490,9500,1,00121,India
322239,2023-02-21,506,monitor,3249,8000,4751,1,00121,India
322239,2023-02-21,501,iphone 15,60000,80000,20000,1,00121,India
838261,2023-02-21,501,iphone 15,60000,80000,20000,1,00122,India
672644,2023-02-21,507,washing machine,6990,16490,9500,1,00123,India
672644,2023-02-21,505,oven,18490,24000,5510,1,00123,India
672644,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00123,India
689992,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00124,India
689992,2023-02-21,506,monitor,3249,8000,4751,1,00124,India
689992,2023-02-21,507,washing machine,6990,16490,9500,1,00124,India
689992,2023-02-21,501,iphone 15,60000,80000,20000,1,00124,India
689992,2023-02-21,503,mixer,1349,3249,1900,1,00124,India
742578,2023-02-21,501,iphone 15,60000,80000,20000,1,00125,India
742578,2023-02-21,505,oven,18490,24000,5510,1,00125,India
742578,2023-02-21,504,iron,449,879,430,1,00125,India
742578,2023-02-21,506,monitor,3249,8000,4751,1,00125,India
907138,2023-02-21,505,oven,18490,24000,5510,1,00126,India
907138,2023-02-21,504,iron,449,879,430,1,00126,India
907138,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00126,India
907138,2023-02-21,501,iphone 15,60000,80000,20000,1,00126,India
721516,2023-02-21,507,washing machine,6990,16490,9500,1,00127,India
721516,2023-02-21,504,iron,449,879,430,1,00127,India
721516,2023-02-21,503,mixer,1349,3249,1900,1,00127,India
721516,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00127,India
315182,2023-02-21,505,oven,18490,24000,5510,1,00128,India
315182,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00128,India
315182,2023-02-21,503,mixer,1349,3249,1900,1,00128,India
503130,2023-02-21,505,oven,18490,24000,5510,1,00129,India
503130,2023-02-21,504,iron,449,879,430,1,00129,India
503130,2023-02-21,506,monitor,3249,8000,4751,1,00129,India
503130,2023-02-21,501,iphone 15,60000,80000,20000,1,00129,India
503130,2023-02-21,507,washing machine,6990,16490,9500,1,00129,India
650492,2023-02-21,503,mixer,1349,3249,1900,1,00130,India
789298,2023-02-21,501,iphone 15,60000,80000,20000,1,00131,India
789298,2023-02-21,505,oven,18490,24000,5510,1,00131,India
789298,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00131,India
478101,2023-02-21,504,iron,449,879,430,1,00132,India
478101,2023-02-21,503,mixer,1349,3249,1900,1,00132,India
994917,2023-02-21,501,iphone 15,60000,80000,20000,1,00133,India
994917,2023-02-21,507,washing machine,6990,16490,9500,1,00133,India
994917,2023-02-21,504,iron,449,879,430,1,00133,India
556725,2023-02-21,507,washing machine,6990,16490,9500,1,00134,India
556725,2023-02-21,501,iphone 15,60000,80000,20000,1,00134,India
556725,2023-02-21,504,iron,449,879,430,1,00134,India
266407,2023-02-21,501,iphone 15,60000,80000,20000,1,00135,India
266407,2023-02-21,503,mixer,1349,3249,1900,1,00135,India
266407,2023-02-21,504,iron,449,879,430,1,00135,India
764739,2023-02-21,501,iphone 15,60000,80000,20000,1,00136,India
764739,2023-02-21,507,washing machine,6990,16490,9500,1,00136,India
407871,2023-02-21,504,iron,449,879,430,1,00137,India
407871,2023-02-21,501,iphone 15,60000,80000,20000,1,00137,India
737208,2023-02-21,505,oven,18490,24000,5510,1,00138,India
737208,2023-02-21,507,washing machine,6990,16490,9500,1,00138,India
737208,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00138,India
602854,2023-02-21,507,washing machine,6990,16490,9500,1,00139,India
602854,2023-02-21,503,mixer,1349,3249,1900,1,00139,India
602854,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00139,India
602854,2023-02-21,501,iphone 15,60000,80000,20000,1,00139,India
766227,2023-02-21,507,washing machine,6990,16490,9500,1,00140,India
766227,2023-02-21,503,mixer,1349,3249,1900,1,00140,India
766227,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00140,India
120298,2023-02-21,502,iphone 15 pro max,100000,135000,35000,1,00141,India
120298,2023-02-21,504,iron,449,879,430,1,00141,India
598109,2023-02-21,505,oven,18490,24000,5510,1,00142,India
598109,2023-02-21,503,mixer,1349,3249,1900,1,00142,India
598109,2023-02-21,501,iphone 15,60000,80000,20000,1,00142,India
983839,2023-02-22,506,monitor,3249,8000,4751,1,00143,India
983839,2023-02-22,502,iphone 15 pro max,100000,135000,35000,1,00143,India
983839,2023-02-22,503,mixer,1349,3249,1900,1,00143,India
385849,2023-02-22,506,monitor,3249,8000,4751,1,00144,India
632173,2023-02-22,503,mixer,1349,3249,1900,1,00145,India
632173,2023-02-22,506,monitor,3249,8000,4751,1,00145,India
355818,2023-02-22,505,oven,18490,24000,5510,1,00146,India
355818,2023-02-22,506,monitor,3249,8000,4751,1,00146,India
355818,2023-02-22,501,iphone 15,60000,80000,20000,1,00146,India
355818,2023-02-22,504,iron,449,879,430,1,00146,India
438854,2023-02-22,501,iphone 15,60000,80000,20000,1,00147,India
438854,2023-02-22,507,washing machine,6990,16490,9500,1,00147,India
611199,2023-02-22,506,monitor,3249,8000,4751,1,00148,India
611199,2023-02-22,504,iron,449,879,430,1,00148,India
611199,2023-02-22,505,oven,18490,24000,5510,1,00148,India
180522,2023-02-22,501,iphone 15,60000,80000,20000,1,00149,India
180522,2023-02-22,506,monitor,3249,8000,4751,1,00149,India
180522,2023-02-22,507,washing machine,6990,16490,9500,1,00149,India
398733,2023-02-22,507,washing machine,6990,16490,9500,1,00150,India
302278,2023-02-22,506,monitor,3249,8000,4751,1,00151,India
302278,2023-02-22,503,mixer,1349,3249,1900,1,00151,India
831238,2023-02-22,501,iphone 15,60000,80000,20000,1,00152,India
831238,2023-02-22,505,oven,18490,24000,5510,1,00152,India
486946,2023-02-22,502,iphone 15 pro max,100000,135000,35000,1,00153,India
486946,2023-02-22,505,oven,18490,24000,5510,1,00153,India
228426,2023-02-22,503,mixer,1349,3249,1900,1,00154,India
228426,2023-02-22,506,monitor,3249,8000,4751,1,00154,India
228426,2023-02-22,502,iphone 15 pro max,100000,135000,35000,1,00154,India
447977,2023-02-22,503,mixer,1349,3249,1900,1,00155,India
447977,2023-02-22,501,iphone 15,60000,80000,20000,1,00155,India
916443,2023-02-22,502,iphone 15 pro max,100000,135000,35000,1,00156,India
916443,2023-02-22,504,iron,449,879,430,1,00156,India
117598,2023-02-22,503,mixer,1349,3249,1900,1,00157,India
117598,2023-02-22,505,oven,18490,24000,5510,1,00157,India
117598,2023-02-22,504,iron,449,879,430,1,00157,India
117598,2023-02-22,506,monitor,3249,8000,4751,1,00157,India
839285,2023-02-22,507,washing machine,6990,16490,9500,1,00158,India
839285,2023-02-22,504,iron,449,879,430,1,00158,India
527076,2023-02-22,505,oven,18490,24000,5510,1,00159,India
527076,2023-02-22,506,monitor,3249,8000,4751,1,00159,India
527076,2023-02-22,504,iron,449,879,430,1,00159,India
771559,2023-02-22,506,monitor,3249,8000,4751,1,00160,India
771559,2023-02-22,507,washing machine,6990,16490,9500,1,00160,India
771559,2023-02-22,502,iphone 15 pro max,100000,135000,35000,1,00160,India
992665,2023-02-22,501,iphone 15,60000,80000,20000,1,00161,India
992665,2023-02-22,506,monitor,3249,8000,4751,1,00161,India
