InvoiceNo,InvoiceDate,StockCode,Description,Cost_Price,UnitPrice,Profit,Quantity,CustomerID,Country
798155,2023-02-21,806,First Aid Kit,200.0,400,200.0,1,00061,India
206078,2023-02-21,810,Paracetamol,10.0,20,10.0,1,00062,India
206078,2023-02-21,802,Gauze Tape,10.0,20,10.0,1,00062,India
206078,2023-02-21,807,Condoms,30.0,89,59.0,2,00062,India
206078,2023-02-21,803,Sanitizer,50.0,100,50.0,1,00062,India
626660,2023-02-21,804,Adusol,30.0,60,30.0,1,00063,India
791262,2023-02-21,804,Adusol,30.0,60,30.0,1,00064,India
791262,2023-02-21,807,Condoms,30.0,89,59.0,2,00064,India
791262,2023-02-21,810,Paracetamol,10.0,20,10.0,1,00064,India
791262,2023-02-21,811,Crosin,15.0,30,15.0,1,00064,India
791262,2023-02-21,809,Dettol,50.0,100,50.0,1,00064,India
168648,2023-02-21,807,Condoms,30.0,89,59.0,2,00065,India
168648,2023-02-21,809,Dettol,50.0,100,50.0,1,00065,India
168648,2023-02-21,812,Sanitary Pads,20.0,40,20.0,1,00065,India
168648,2023-02-21,804,Adusol,30.0,60,30.0,1,00065,India
168648,2023-02-21,802,Gauze Tape,10.0,20,10.0,1,00065,India
545858,2023-02-21,808,Tampons,30.0,60,30.0,1,00066,India
708165,2023-02-21,809,Dettol,50.0,100,50.0,1,00067,India
708165,2023-02-21,806,First Aid Kit,200.0,400,200.0,1,00067,India
708165,2023-02-21,810,Paracetamol,10.0,20,10.0,1,00067,India
781094,2023-02-21,808,Tampons,30.0,60,30.0,1,00068,India
862598,2023-02-21,811,Crosin,15.0,30,15.0,1,00069,India
184156,2023-02-21,808,Tampons,30.0,60,30.0,1,00070,India
184156,2023-02-21,805,Cough Syrup,20.0,40,20.0,1,00070,India
184156,2023-02-21,810,Paracetamol,10.0,20,10.0,1,00070,India
184156,2023-02-21,801,bandages,0.2,2,1.8,1,00070,India
184156,2023-02-21,807,Condoms,30.0,89,59.0,2,00070,India
601930,2023-02-21,812,Sanitary Pads,20.0,40,20.0,1,00071,India
601930,2023-02-21,811,Crosin,15.0,30,15.0,1,00071,India
601930,2023-02-21,806,First Aid Kit,200.0,400,200.0,1,00071,India
198742,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00072,India
198742,2023-02-22,801,bandages,0.2,2,1.8,1,00072,India
594904,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00073,India
902048,2023-02-22,804,Adusol,30.0,60,30.0,1,00074,India
902048,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00074,India
902048,2023-02-22,807,Condoms,30.0,89,59.0,2,00074,India
932799,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00075,India
932799,2023-02-22,805,Cough Syrup,20.0,40,20.0,1,00075,India
932799,2023-02-22,807,Condoms,30.0,89,59.0,2,00075,India
508569,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00076,India
508569,2023-02-22,807,Condoms,30.0,89,59.0,2,00076,India
508569,2023-02-22,801,bandages,0.2,2,1.8,1,00076,India
508569,2023-02-22,811,Crosin,15.0,30,15.0,1,00076,India
233095,2023-02-22,806,First Aid Kit,200.0,400,200.0,1,00077,India
233095,2023-02-22,801,bandages,0.2,2,1.8,1,00077,India
233095,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00077,India
233095,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00077,India
924030,2023-02-22,801,bandages,0.2,2,1.8,1,00078,India
924030,2023-02-22,804,Adusol,30.0,60,30.0,1,00078,India
924030,2023-02-22,805,Cough Syrup,20.0,40,20.0,1,00078,India
924030,2023-02-22,809,Dettol,50.0,100,50.0,1,00078,India
105599,2023-02-22,807,Condoms,30.0,89,59.0,2,00079,India
105599,2023-02-22,811,Crosin,15.0,30,15.0,1,00079,India
105599,2023-02-22,812,Sanitary Pads,20.0,40,20.0,1,00079,India
105599,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00079,India
501046,2023-02-22,807,Condoms,30.0,89,59.0,2,00080,India
501046,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00080,India
476847,2023-02-22,805,Cough Syrup,20.0,40,20.0,1,00081,India
476847,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00081,India
465255,2023-02-22,812,Sanitary Pads,20.0,40,20.0,1,00082,India
465255,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00082,India
465255,2023-02-22,806,First Aid Kit,200.0,400,200.0,1,00082,India
853376,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00083,India
626575,2023-02-22,808,Tampons,30.0,60,30.0,1,00084,India
626575,2023-02-22,812,Sanitary Pads,20.0,40,20.0,1,00084,India
626575,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00084,India
626575,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00084,India
241746,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00085,India
241746,2023-02-22,811,Crosin,15.0,30,15.0,1,00085,India
257073,2023-02-22,812,Sanitary Pads,20.0,40,20.0,1,00086,India
257073,2023-02-22,804,Adusol,30.0,60,30.0,1,00086,India
257073,2023-02-22,809,Dettol,50.0,100,50.0,1,00086,India
257073,2023-02-22,811,Crosin,15.0,30,15.0,1,00086,India
883095,2023-02-22,805,Cough Syrup,20.0,40,20.0,1,00087,India
850848,2023-02-22,809,Dettol,50.0,100,50.0,1,00088,India
850848,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00088,India
850848,2023-02-22,804,Adusol,30.0,60,30.0,1,00088,India
850848,2023-02-22,806,First Aid Kit,200.0,400,200.0,1,00088,India
226691,2023-02-22,811,Crosin,15.0,30,15.0,1,00089,India
226691,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00089,India
654952,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00090,India
654952,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00090,India
654952,2023-02-22,808,Tampons,30.0,60,30.0,1,00090,India
202726,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00091,India
202726,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00091,India
689450,2023-02-22,812,Sanitary Pads,20.0,40,20.0,1,00092,India
689450,2023-02-22,809,Dettol,50.0,100,50.0,1,00092,India
689450,2023-02-22,805,Cough Syrup,20.0,40,20.0,1,00092,India
689450,2023-02-22,811,Crosin,15.0,30,15.0,1,00092,India
488499,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00093,India
451546,2023-02-22,804,Adusol,30.0,60,30.0,1,00094,India
451546,2023-02-22,811,Crosin,15.0,30,15.0,1,00094,India
985029,2023-02-22,807,Condoms,30.0,89,59.0,2,00095,India
985029,2023-02-22,812,Sanitary Pads,20.0,40,20.0,1,00095,India
985029,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00095,India
931099,2023-02-22,807,Condoms,30.0,89,59.0,2,00096,India
931099,2023-02-22,812,Sanitary Pads,20.0,40,20.0,1,00096,India
439419,2023-02-22,808,Tampons,30.0,60,30.0,1,00097,India
439419,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00097,India
439419,2023-02-22,806,First Aid Kit,200.0,400,200.0,1,00097,India
311278,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00098,India
311278,2023-02-22,811,Crosin,15.0,30,15.0,1,00098,India
182566,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00099,India
182566,2023-02-22,801,bandages,0.2,2,1.8,1,00099,India
182566,2023-02-22,807,Condoms,30.0,89,59.0,2,00099,India
182566,2023-02-22,805,Cough Syrup,20.0,40,20.0,1,00099,India
438580,2023-02-22,805,Cough Syrup,20.0,40,20.0,1,00100,India
438580,2023-02-22,801,bandages,0.2,2,1.8,1,00100,India
438580,2023-02-22,811,Crosin,15.0,30,15.0,1,00100,India
438580,2023-02-22,809,Dettol,50.0,100,50.0,1,00100,India
438580,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00100,India
755437,2023-02-22,807,Condoms,30.0,89,59.0,2,00101,India
755437,2023-02-22,804,Adusol,30.0,60,30.0,1,00101,India
755437,2023-02-22,806,First Aid Kit,200.0,400,200.0,1,00101,India
755437,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00101,India
683251,2023-02-22,805,Cough Syrup,20.0,40,20.0,1,00102,India
683251,2023-02-22,809,Dettol,50.0,100,50.0,1,00102,India
390958,2023-02-22,801,bandages,0.2,2,1.8,1,00103,India
653244,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00104,India
653244,2023-02-22,808,Tampons,30.0,60,30.0,1,00104,India
653244,2023-02-22,801,bandages,0.2,2,1.8,1,00104,India
766197,2023-02-22,811,Crosin,15.0,30,15.0,1,00105,India
829950,2023-02-22,805,Cough Syrup,20.0,40,20.0,1,00106,India
829950,2023-02-22,804,Adusol,30.0,60,30.0,1,00106,India
829950,2023-02-22,801,bandages,0.2,2,1.8,1,00106,India
829950,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00106,India
378537,2023-02-22,807,Condoms,30.0,89,59.0,2,00107,India
809625,2023-02-22,804,Adusol,30.0,60,30.0,1,00108,India
809625,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00108,India
110500,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00109,India
110500,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00109,India
625118,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00110,India
905140,2023-02-22,811,Crosin,15.0,30,15.0,1,00111,India
905140,2023-02-22,812,Sanitary Pads,20.0,40,20.0,1,00111,India
905140,2023-02-22,804,Adusol,30.0,60,30.0,1,00111,India
905140,2023-02-22,806,First Aid Kit,200.0,400,200.0,1,00111,India
905140,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00111,India
501911,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00112,India
501911,2023-02-22,801,bandages,0.2,2,1.8,1,00112,India
501911,2023-02-22,807,Condoms,30.0,89,59.0,2,00112,India
501911,2023-02-22,812,Sanitary Pads,20.0,40,20.0,1,00112,India
900459,2023-02-22,810,Paracetamol,10.0,20,10.0,1,00113,India
900459,2023-02-22,806,First Aid Kit,200.0,400,200.0,1,00113,India
310672,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00114,India
911926,2023-02-22,803,Sanitizer,50.0,100,50.0,1,00115,India
911926,2023-02-22,809,Dettol,50.0,100,50.0,1,00115,India
911926,2023-02-22,802,Gauze Tape,10.0,20,10.0,1,00115,India
849820,2023-02-23,809,Dettol,50.0,100,50.0,1,00116,India
782799,2023-02-23,807,Condoms,30.0,89,59.0,2,00117,India
782799,2023-02-23,806,First Aid Kit,200.0,400,200.0,1,00117,India
782799,2023-02-23,811,Crosin,15.0,30,15.0,1,00117,India
782799,2023-02-23,803,Sanitizer,50.0,100,50.0,1,00117,India
508736,2023-02-23,809,Dettol,50.0,100,50.0,1,00118,India
508736,2023-02-23,801,bandages,0.2,2,1.8,1,00118,India
508736,2023-02-23,805,Cough Syrup,20.0,40,20.0,1,00118,India
442196,2023-02-23,812,Sanitary Pads,20.0,40,20.0,1,00119,India
442196,2023-02-23,806,First Aid Kit,200.0,400,200.0,1,00119,India
442196,2023-02-23,803,Sanitizer,50.0,100,50.0,1,00119,India
442196,2023-02-23,808,Tampons,30.0,60,30.0,1,00119,India
204067,2023-02-23,808,Tampons,30.0,60,30.0,1,00120,India
217468,2023-02-23,808,Tampons,30.0,60,30.0,1,00121,India
217468,2023-02-23,804,Adusol,30.0,60,30.0,1,00121,India
217468,2023-02-23,811,Crosin,15.0,30,15.0,1,00121,India
447447,2023-02-23,801,bandages,0.2,2,1.8,1,00122,India
447447,2023-02-23,811,Crosin,15.0,30,15.0,1,00122,India
447447,2023-02-23,805,Cough Syrup,20.0,40,20.0,1,00122,India
736385,2023-02-23,808,Tampons,30.0,60,30.0,1,00123,India
736385,2023-02-23,809,Dettol,50.0,100,50.0,1,00123,India
736385,2023-02-23,802,Gauze Tape,10.0,20,10.0,1,00123,India
715701,2023-02-23,805,Cough Syrup,20.0,40,20.0,1,00124,India
715701,2023-02-23,802,Gauze Tape,10.0,20,10.0,1,00124,India
715701,2023-02-23,809,Dettol,50.0,100,50.0,1,00124,India
601058,2023-02-23,809,Dettol,50.0,100,50.0,1,00125,India
601058,2023-02-23,802,Gauze Tape,10.0,20,10.0,1,00125,India
601058,2023-02-23,807,Condoms,30.0,89,59.0,2,00125,India
601058,2023-02-23,811,Crosin,15.0,30,15.0,1,00125,India
292082,2023-02-23,807,Condoms,30.0,89,59.0,2,00126,India
378680,2023-02-23,812,Sanitary Pads,20.0,40,20.0,1,00127,India
378680,2023-02-23,804,Adusol,30.0,60,30.0,1,00127,India
378680,2023-02-23,802,Gauze Tape,10.0,20,10.0,1,00127,India
378680,2023-02-23,803,Sanitizer,50.0,100,50.0,1,00127,India
741290,2023-02-23,808,Tampons,30.0,60,30.0,1,00128,India
741290,2023-02-23,802,Gauze Tape,10.0,20,10.0,1,00128,India
741290,2023-02-23,807,Condoms,30.0,89,59.0,2,00128,India
741290,2023-02-23,803,Sanitizer,50.0,100,50.0,1,00128,India
696822,2023-02-23,810,Paracetamol,10.0,20,10.0,1,00129,India
696822,2023-02-23,804,Adusol,30.0,60,30.0,1,00129,India
884310,2023-02-23,811,Crosin,15.0,30,15.0,1,00130,India
884310,2023-02-23,805,Cough Syrup,20.0,40,20.0,1,00130,India
197097,2023-02-23,805,Cough Syrup,20.0,40,20.0,1,00131,India
197097,2023-02-23,811,Crosin,15.0,30,15.0,1,00131,India
197097,2023-02-23,809,Dettol,50.0,100,50.0,1,00131,India
197097,2023-02-23,803,Sanitizer,50.0,100,50.0,1,00131,India
933369,2023-02-23,803,Sanitizer,50.0,100,50.0,1,00132,India
933369,2023-02-23,801,bandages,0.2,2,1.8,1,00132,India
933369,2023-02-23,812,Sanitary Pads,20.0,40,20.0,1,00132,India
933369,2023-02-23,811,Crosin,15.0,30,15.0,1,00132,India
933369,2023-02-23,806,First Aid Kit,200.0,400,200.0,1,00132,India
533785,2023-02-23,807,Condoms,30.0,89,59.0,2,00133,India
533785,2023-02-23,810,Paracetamol,10.0,20,10.0,1,00133,India
533785,2023-02-23,811,Crosin,15.0,30,15.0,1,00133,India
533785,2023-02-23,809,Dettol,50.0,100,50.0,1,00133,India
593715,2023-02-23,809,Dettol,50.0,100,50.0,1,00134,India
593715,2023-02-23,807,Condoms,30.0,89,59.0,2,00134,India
593715,2023-02-23,811,Crosin,15.0,30,15.0,1,00134,India
894886,2023-02-23,805,Cough Syrup,20.0,40,20.0,1,00135,India
894886,2023-02-23,812,Sanitary Pads,20.0,40,20.0,1,00135,India
894886,2023-02-23,804,Adusol,30.0,60,30.0,1,00135,India
894886,2023-02-23,810,Paracetamol,10.0,20,10.0,1,00135,India
170183,2023-02-23,806,First Aid Kit,200.0,400,200.0,1,00136,India
170183,2023-02-23,805,Cough Syrup,20.0,40,20.0,1,00136,India
932734,2023-02-23,802,Gauze Tape,10.0,20,10.0,1,00137,India
932734,2023-02-23,807,Condoms,30.0,89,59.0,2,00137,India
912302,2023-02-23,810,Paracetamol,10.0,20,10.0,1,00138,India
912302,2023-02-23,812,Sanitary Pads,20.0,40,20.0,1,00138,India
329535,2023-02-23,808,Tampons,30.0,60,30.0,1,00139,India
329535,2023-02-23,809,Dettol,50.0,100,50.0,1,00139,India
329535,2023-02-23,810,Paracetamol,10.0,20,10.0,1,00139,India
329535,2023-02-23,806,First Aid Kit,200.0,400,200.0,1,00139,India
329535,2023-02-23,804,Adusol,30.0,60,30.0,1,00139,India
481130,2023-02-23,808,Tampons,30.0,60,30.0,1,00140,India
481130,2023-02-23,801,bandages,0.2,2,1.8,1,00140,India
618282,2023-02-23,808,Tampons,30.0,60,30.0,1,00141,India
270330,2023-02-23,808,Tampons,30.0,60,30.0,1,00142,India
270330,2023-02-23,806,First Aid Kit,200.0,400,200.0,1,00142,India
106926,2023-02-23,806,First Aid Kit,200.0,400,200.0,1,00143,India
106926,2023-02-23,812,Sanitary Pads,20.0,40,20.0,1,00143,India
428068,2023-02-23,810,Paracetamol,10.0,20,10.0,1,00144,India
428068,2023-02-23,812,Sanitary Pads,20.0,40,20.0,1,00144,India
923955,2023-02-23,809,Dettol,50.0,100,50.0,1,00145,India
923955,2023-02-23,801,bandages,0.2,2,1.8,1,00145,India
923955,2023-02-23,806,First Aid Kit,200.0,400,200.0,1,00145,India
729536,2023-02-23,804,Adusol,30.0,60,30.0,1,00146,India
729536,2023-02-23,808,Tampons,30.0,60,30.0,1,00146,India
729536,2023-02-23,802,Gauze Tape,10.0,20,10.0,1,00146,India
818312,2023-02-23,806,First Aid Kit,200.0,400,200.0,1,00147,India
818312,2023-02-23,803,Sanitizer,50.0,100,50.0,1,00147,India
818312,2023-02-23,810,Paracetamol,10.0,20,10.0,1,00147,India
818312,2023-02-23,807,Condoms,30.0,89,59.0,2,00147,India
418228,2023-02-23,809,Dettol,50.0,100,50.0,1,00148,India
